overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,Total_Frequency,star_signAquarius,star_signAries,star_signCancer,star_signCapricorn,star_signGemini,star_signLeo,star_signLibra,star_signPisces,star_signSagittarius,star_signScopio,star_signTaurus,star_signVirgo
76,78,66,71,46,79,81,74,70,59,67,80,74,71,78,78,77,66,62,73,55,65,61,67,77,82,66,43,50,54,0.375,0,0,0,0,0,1,0,0,0,0,0,0
77,78,39,30,82,63,60,48,36,37,63,65,70,74,50,70,50,41,72,69,88,31,78,76,57,56,51,77,79,76,0.369158879,0,0,0,0,0,0,0,0,1,0,0,0
78,79,76,70,42,82,68,79,80,78,82,81,71,66,76,76,84,79,58,67,66,76,85,73,74,80,83,60,62,65,0,0,0,0,0,0,0,0,0,0,0,0,1
79,80,70,67,76,82,68,72,74,65,73,76,70,62,68,84,78,76,71,86,73,70,88,81,73,74,75,75,81,79,0.392405063,0,0,0,0,0,0,1,0,0,0,0,0
78,79,18,18,18,35,21,18,21,19,41,22,45,49,46,70,62,39,77,44,60,18,59,37,25,37,46,19,17,15,0.355769231,0,0,0,0,0,0,0,0,0,0,1,0
71,72,48,73,74,56,70,69,54,36,36,72,62,61,61,71,52,71,70,69,84,58,59,29,71,64,74,35,38,32,0.328125,0,0,0,0,0,0,1,0,0,0,0,0
74,75,74,35,59,70,36,70,67,49,63,70,69,73,69,73,68,66,70,73,73,62,84,74,64,63,60,76,77,76,0.271428571,0,0,0,0,0,0,0,0,0,0,0,1
71,72,15,12,19,21,12,14,13,14,38,22,37,51,36,60,48,37,61,47,62,15,44,30,23,35,40,14,14,11,0.362068966,0,0,0,0,0,0,0,1,0,0,0,0
76,79,51,32,78,65,58,39,48,50,52,62,61,63,47,76,59,44,69,70,79,23,81,76,32,46,53,75,79,76,0.4,1,0,0,0,0,0,0,0,0,0,0,0
75,81,17,16,20,32,17,17,14,16,33,27,48,37,62,71,48,22,63,54,59,17,48,34,25,40,40,18,19,15,0.379746835,0,1,0,0,0,0,0,0,0,0,0,0
73,74,31,39,77,66,51,37,22,32,63,42,68,73,42,57,60,60,80,71,86,33,82,69,49,43,45,74,76,70,0.348214286,0,0,0,0,0,1,0,0,0,0,0,0
65,69,61,40,64,64,47,56,55,46,61,59,66,67,62,64,59,58,76,80,73,57,72,62,55,50,39,66,66,63,0.5,0,0,0,0,0,0,0,0,0,0,1,0
77,82,42,38,79,68,49,58,54,48,72,70,65,72,62,77,58,64,86,72,80,44,76,77,45,70,54,75,79,82,0.417431193,0,0,0,0,0,0,0,0,0,0,1,0
60,61,69,27,56,51,35,55,72,68,65,60,63,61,64,53,63,61,54,65,60,51,54,61,58,63,67,60,64,59,0.454545455,0,0,0,0,0,0,1,0,0,0,0,0
60,63,58,37,46,70,59,60,51,60,64,54,64,56,62,66,68,47,74,77,71,44,64,50,44,57,59,42,58,48,0.5,0,0,0,0,0,0,0,1,0,0,0,0
57,60,46,27,57,50,38,44,47,47,41,50,58,55,70,55,66,40,66,62,70,41,56,54,46,56,36,58,62,63,0.4,0,0,0,0,0,0,0,0,1,0,0,0
70,72,35,19,78,64,35,36,21,17,57,61,58,60,37,64,60,51,69,70,74,39,77,70,42,52,32,68,69,67,0.40625,0,0,1,0,0,0,0,0,0,0,0,0
68,71,18,17,17,20,13,16,13,14,38,22,43,43,48,66,51,17,71,33,58,16,36,29,17,26,33,16,17,13,0,0,0,0,0,0,0,0,0,1,0,0,0
63,67,48,67,63,56,55.88785237,61,44.19741559,46,52,63,67,66,60.98416846,68,66.42374423,66,72.37766271,67,71,51,62,57,61,56.67544751,64,23,23,29.3945856,0.5,0,0,0,0,0,0,0,0,1,0,0,0
67,71,18,20,20,22,18,21,17,23,31,20,51,54,50,68,54,21,71,55,70,20,62,34,31,38,30,18,18,19,0,0,0,0,0,0,0,0,0,1,0,0,0
72,73,80,68,69,72,75,71,83,77,75,75,62,63,67,66,69,85,74,78,67,81,78,61,68,78,71,65,68,68,0.398305085,0,0,0,0,0,0,0,0,1,0,0,0
66,65,63,51,55,64,55,43,34,59,51,67,65,59,57,60,61,64,46,63,74,44,84,66,55,62,56,68,73,68,0.357142857,0,0,1,0,0,0,0,0,0,0,0,0
66,64,64,51,68,69,63,63,61,46,71,65,67,76,58,52,54,75,74,77,79,72,77,66,63,56,61,27,51,54,0,0,0,0,0,0,0,0,0,1,0,0,0
64,70,65,61,48,59,48,66,53,60,53,64,77,77,75,50,69,63,62,75,57,58,34,38,60,64,60,28,28,30,0.4375,0,1,0,0,0,0,0,0,0,0,0,0
75,75,73,72,58,68,67,80,80,68,58,78,82,79,79,76,80,68,68,68,61,72,69,48,76,72,79,34,35,38,0.363636364,0,0,1,0,0,0,0,0,0,0,0,0
72,74,57,61,73,77,54,63,63,63,70,73,55,54,58,74,59,69,70,74,73,60,77,71,68,75,59,61,71,60,0.351851852,0,0,0,1,0,0,0,0,0,0,0,0
69,74,71,60,46,76,50,69,69,66,71,73,65,68,63,67,64,41,58,60,64,59,64,62,71,77,66,52,52,41,0.404761905,0,0,0,0,1,0,0,0,0,0,0,0
70,71,68,64,55,71,64,68,59,57,66,73,63,67,70,75,79,69,69,83,59,67,67,64,66,69,67,54,59,55,0.363636364,0,0,0,0,0,0,0,0,0,0,1,0
64,69,19,19,19,19,15,18,15,18,33,20,38,43,68,59,61,18,63,50,62,18,49,30,28,30,29,19,19,15,0,0,0,0,1,0,0,0,0,0,0,0,0
73,78,54,26,71,62,32,41,48,36,59,57,66,67,64,65,65,66,78,69,75,44,71,76,43,49,49,77,78,75,0.342465753,0,0,0,0,1,0,0,0,0,0,0,0
75,76,71,55,64,84,67,68,80,82,81,77,59,57,58,79,73,76,55,55,67,75,83,75,59,79,79,62,73,70,0.373737374,0,0,0,1,0,0,0,0,0,0,0,0
68,69,54,32,69,52,27,43,45,43,62,52,52,51,65,66,66,42,79,56,74,39,72,69,41,45,35,67,71,68,0.409090909,0,0,0,0,0,1,0,0,0,0,0,0
75,82,73,71,61,68,56,77,55,67,61,74,82,83,68,72,64,78,50,73,71,74,67,68,70,62,72,42,49,46,0.25,0,1,0,0,0,0,0,0,0,0,0,0
68,70,62,68,79,66,60,61,68,52,54,65,63,66,63,67,61,71,73,71,82,62,70,44,71,57,75,23,24,21,0.285714286,0,0,0,0,0,0,0,1,0,0,0,0
72,74,73,59,64,76,54,67,67,69,72,73,68,64,67,78,66,74,75,83,77,66,78,68,62,73,73,63,73,68,0.342592593,1,0,0,0,0,0,0,0,0,0,0,0
70,80,46,34,72,54,43.5322223,40,52.40272704,55,54,62,57,64,58.35783668,66,66.96387344,49,70.97440735,72,77,66,74,71,80,61.77610449,77,71,72,69.15527723,0.38,0,0,0,0,0,1,0,0,0,0,0,0
73,77,76,36,52,67,44,70,67,45,62,69,88,87,85,72,80,59,76,82,58,57,75,68,66,52,43,67,74,78,0.363013699,0,0,0,0,0,0,0,0,0,0,1,0
78,81,63,78,68,67,74,73,68,66,52,78,90,89,75,74,70,84,78,70,76,78,58,51,75,63,74,29,46,44,0.3,0,0,0,0,0,0,0,0,0,1,0,0
70,72,65,72,65,65,69,69,43,46,51,70,76,76,77,72,74,68,71,70,66,67,63,52,71,71,65,32,37,40,0.5,0,0,0,1,0,0,0,0,0,0,0,0
62,70,51,35,55,61,41,42,56,63,50,58,67,64,55,66,62,56,65,71,66,54,68,54,51,46,57,64,65,49,0.444444444,0,0,1,0,0,0,0,0,0,0,0,0
68,69,70,65,49,70,59,68,77,73,71,71,62,63,64,62,69,71,67,67,65,70,71,52,63,73,67,52,51,43,0.416666667,0,0,0,0,0,0,0,0,1,0,0,0
71,73,78,57,59,74,71,76,69,66,69,75,63,66,59,71,64,69,62,49,60,69,70,65,75,73,68,55,64,62,0.328571429,0,0,0,0,0,0,0,0,1,0,0,0
64,66,61,58,52,65,60,64,62,64,63,63,72,73,70,62,75,65,81,70,64,65,60,61,61,67,40,43,49,51,0.5,0,0,0,1,0,0,0,0,0,0,0,0
65,70,58,41,68,73,34,45,28,56,57,57,68,75,64,65,71,73,68,71,73,26,64,59,64,65,49,61,65,66,0.4,0,0,0,1,0,0,0,0,0,0,0,0
71,74,65,36,71,63,44,47,39,37,58,53,66,63,64,68,62,59,76,70,76,47,74,73,55,48,50,74,73,71,0.318181818,0,0,1,0,0,0,0,0,0,0,0,0
68,69,46,36,63,51,38,39,52,34,44,54,58,59,60,62,65,47,83,61,80,33,74,63,47,49,43,67,69,68,0.363636364,0,0,0,0,0,0,1,0,0,0,0,0
74,75,63,78,62,70,79,71,74,64,50,77,67,73,69,71,80,83,70,55,63,79,51,34,79,70,80,29,34,30,0.302631579,0,1,0,0,0,0,0,0,0,0,0,0
66,71,53,67,66,60,61,64,52,48,53,65,74,75,70,66,68,66,77,83,62,65,65,40,65,65,63,32,31,25,0.45,0,0,0,1,0,0,0,0,0,0,0,0
72,77,69,68,50,67,67,75,70,69,60,74,89,88,80,69,72,76,84,77,76,69,52,45,70,64,67,18,32,31,0.40625,0,1,0,0,0,0,0,0,0,0,0,0
70,71,34,26,75,68,24,47,21,47,54,59,59,60,55,65,70,45,79,73,78,41,74,72,53,51,53,68,71,68,0.25,0,0,0,0,0,0,0,0,0,0,0,1
73,77,76,64,66,73,68,75,73,63,66,76,78,77,77,73,69,72,53,70,65,69,60,61,73,68,73,43,46,45,0.409090909,0,0,0,0,1,0,0,0,0,0,0,0
68,70,24,20,23,36,20,21,17,24,37,34,48,46,57,60,40,45,62,46,61,20,31,30,26,31,37,21,24,22,0.5,0,0,0,0,1,0,0,0,0,0,0,0
72,76,74,63,57,76,63,70,78,70,73,72,76,75,75,75,74,72,64,74,60,62,61,67,72,77,66,57,60,62,0.392857143,0,0,0,0,0,1,0,0,0,0,0,0
73,74,45,73,67,65,76,64,55,67,48,72,69,72,65,71,83,83,68,60,85,75,68,50,73,57,76,31,43,35,0.303571429,1,0,0,0,0,0,0,0,0,0,0,0
76,80,70,64,78,79,66.8488806,70,66.46704592,83,75,78,66,62,68.54023074,72,68.5589174,74,72.77485861,82,79,82,76,82,75,74.05945885,78,70,63,70.53768282,0.2,1,0,0,0,0,0,0,0,0,0,0,0
74,76,74,61,66,81,70,73,70,76,80,79,49,58,65,72,71,81,58,61,70,78,72,67,65,80,72,55,68,66,0.37962963,0,0,0,0,0,0,0,0,0,1,0,0
68,69,62,60,60,69,58,71,63,56,62,67,66,67,62,68,68,67,63,68,72,50,65,60,64,72,59,59,62,62,0.346153846,0,0,0,0,0,0,0,0,1,0,0,0
67,72,46,34,67,50,24,44,26,20,44,54,74,76,69,69,69,48,80,72,77,33,69,63,52,52,38,71,71,73,0.3,1,0,0,0,0,0,0,0,0,0,0,0
64,68,52,60,48,69,58,67,62,48,62,64,75,77,70,62,61,71,64,85,70,63,53,51,58,61,63,55,62,57,0.35,0,0,0,0,1,0,0,0,0,0,0,0
73,74,39,26,71,58,30,41,43,28,57,56,59,59,52,67,61,60,76,58,76,38,80,76,39,44,41,77,77,74,0.32278481,0,0,0,0,0,0,1,0,0,0,0,0
72,75,58,74,74,67,71,70,57,62,51,72,71,71,62,71,64,72,79,67,68,61,56,36,73,69,71,27,32,27,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0
67,70,42,38,67,62,49,41,36,47,64,55,57,65,59,68,69,51,77,52,74,56,69,64,43,53,50,69,68,63,0.346153846,0,0,0,1,0,0,0,0,0,0,0,0
73,77,70,47,66,67,47,57,42,41,63,66,66,69,65,68,64,68,75,69,75,55,78,74,55,55,58,74,77,74,0.348101266,0,0,1,0,0,0,0,0,0,0,0,0
76,81,16,16,16,15,10,16,19,16,51,32,42,35,52,63,57,16,64,46,62,17,62,44,11,60,44,16,16,10,0.34,0,0,0,0,0,0,0,0,0,0,0,1
73,76,64,72,69,68,76,71,70,64,53,76,70,72,71,70,72,79,68,69,75,69,66,35,71,58,72,26,27,29,0.3,1,0,0,0,0,0,0,0,0,0,0,0
69,74,72,40,62,65,50,56,61,65,61,62,68,68,61,68,66,74,69,74,75,71,74,71,48,48,47,69,72,74,0.364583333,0,0,0,0,0,1,0,0,0,0,0,0
67,68,63,65,69,69,54,71,68,55,63,67,69,69,68,66,69,71,60,64,73,64,55,37,67,69,63,36,44,45,0.166666667,0,0,0,1,0,0,0,0,0,0,0,0
72,74,63,45,58,75,65,66,61,64,76,74,69,60,64,74,72,77,69,69,70,77,77,68,64,74,56,65,70,70,0.430555556,0,0,0,0,0,0,0,0,0,0,1,0
79,80,22,24,24,30,19,24,20,25,43,27,46,46,53,72,48,37,67,39,66,22,34,35,19,35,38,24,24,27,0.38961039,0,0,0,0,0,0,0,1,0,0,0,0
77,79,32,37,77,64,39,48,48,33,59,60,72,72,65,76,68,66,78,66,76,41,73,80,42,54,52,81,81,79,0.388235294,0,0,0,0,0,0,0,0,0,0,0,1
71,70,70,65,66,77,71,70,72,71,74,79,61,62,67,62,68,75,64,62,59,74,66,59,68,77,74,68,65,64,0.5,0,0,0,0,0,0,1,0,0,0,0,0
80,83,77,64,61,86,77,77,80,76,87,85,63,66,69,79,69,82,62,75,67,83,69,73,69,85,76,58,69,68,0.391089109,0,0,0,1,0,0,0,0,0,0,0,0
69,72,39,33,77,59,26,32,22,26,49,58,60,66,41,58,69,41,58,72,79,27,77,68,50,47,42,66,71,65,0.28125,0,0,0,0,0,0,0,0,0,0,0,1
72,74,71,59,62,75,64,68,70,68,72,74,68,68,60,69,63,78,74,79,78,72,72,67,67,72,67,54,67,68,0.380952381,0,0,1,0,0,0,0,0,0,0,0,0
72,77,18,18,17,28,14,18,17,19,50,21,54,53,56,73,59,28,74,60,69,19,44,46,40,45,51,20,22,16,0.375,0,0,0,0,0,0,0,0,0,0,1,0
66,68,57,51,57,68,56,59,51,54,63,66,50,53,53,64,69,73,68,70,67,67,86,72,63,65,59,62,67,70,0.416666667,1,0,0,0,0,0,0,0,0,0,0,0
78,80,23,24,84,58,22,26,22,23,67,61,50,50,58,74,62,59,82,69,82,22,82,78,44,48,48,79,81,80,0.350649351,0,0,0,0,0,0,0,0,0,1,0,0
75,76,84,46,64,74,64,70,81,66,71,75,76,75,72,72,73,68,75,78,67,62,73,75,68,67,52,73,77,77,0.362068966,0,0,0,0,0,0,0,1,0,0,0,0
71,74,65,46,64,73,57,70,52,58,69,70,71,67,73,68,74,69,71,72,67,62,76,69,62,70,60,64,73,76,0.294117647,0,0,0,0,0,1,0,0,0,0,0,0
78,80,51,85,88,69,83,69,68,45,44,77,76,74,79,80,69,73,92,71,71,52,68,35,84,66,82,22,27,24,0.346666667,0,0,0,0,0,1,0,0,0,0,0,0
64,66,42,67,64,64,62,63,35,42,57,65,72,61,73,58,71,67,75,73,74,56,51,17,68,66,76,26,14,11,0.269230769,0,0,0,0,1,0,0,0,0,0,0,0
67,72,16,17,17,19,13,18,15,19,40,34,47,46,50,61,56,26,68,43,60,16,39,28,23,34,43,16,21,14,0.315789474,0,0,0,0,0,0,0,0,0,1,0,0
70,72,65,61,69,73,65,65,53,64,71,69,68,68,70,67,72,84,78,77,73,73,79,67,67,68,69,53,68,64,0.322222222,0,0,0,0,0,0,0,0,0,0,1,0
68,69,57,22,64,61,36,51,40,48,55,60,64,59,64,62,72,54,79,59,79,31,76,67,43,52,34,69,68,66,0.295918367,0,0,0,0,0,1,0,0,0,0,0,0
74,77,17,18,18,29,9,17,10,15,51,26,40,54,54,68,55,31,56,55,71,18,40,47,15,48,46,17,18,11,0.328125,0,0,0,1,0,0,0,0,0,0,0,0
75,78,55,77,53,77,66,75,65,50,69,77,67,73,68,70,68,77,67,69,72,68,66,62,75,73,74,31,28,26,0.35,0,0,0,0,1,0,0,0,0,0,0,0
60,71,17,17,57,32,19.99202189,16,24.85215402,18,18,41,56,65,54.6473377,59,53.20866627,18,68.97962377,67,71,17,68,58,50,42.35328055,47,51,67,59.16184156,0,0,0,0,0,0,0,0,0,0,0,1,0
64,65,61,59,67,65,68,67,62,58,63,69,68,59,71,62,69,74,78,72,68,73,64,52,65,69,66,50,47,39,0,0,0,0,0,0,0,0,0,0,1,0,0
75,77,79,46,65,72,35,71,71,43,70,73,78,78,76,74,70,69,70,80,68,68,76,73,69,71,60,72,76,78,0.405797101,0,0,0,0,0,0,0,0,1,0,0,0
75,78,59,75,82,56,71,74,52,66,38,77,67,69,64,70,73,79,73,66,74,76,49,65,69,71,66,39,39,32,0.375,0,0,0,0,0,0,0,0,1,0,0,0
64,68,43,31,67,57,17,43,36,37,43,54,61,55,57,55,52,51,73,64,72,40,71,57,30,43,33,61,65,67,0.3,0,0,0,0,0,0,0,0,0,0,0,1
70,73,49,40,70,59,36,48,26,38,55,60,57,58,51,62,65,67,76,62,85,48,77,65,50,50,53,67,75,64,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0
72,75,39,22,65,52,43,46,51,30,26,68,69,74,58,71,72,54,69,79,83,36,74,72,63,69,60,77,76,72,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0
67,66,13,17,14,24,13,19,19,18,25,18,39,49,53,66,56,18,73,49,71,19,49,37,25,38,39,13,13,14,0.25,1,0,0,0,0,0,0,0,0,0,0,0
79,80,67,83,63,78,83,81,78,60,52,85,73,71,74,82,82,81,63,73,66,78,63,40,84,81,79,27,25,20,0.387096774,0,0,1,0,0,0,0,0,0,0,0,0
74,77,53,60,59,76,50,64,49,70,72,77,68,67,68,71,73,69,73,83,75,68,71,69,69,74,63,75,76,76,0.46875,0,0,0,0,0,0,0,0,0,0,0,1
73,74,62,56,59,78,54,60,61,68,73,76,69,68,63,74,70,67,67,77,67,57,71,81,68,71,66,66,71,59,0.4375,0,0,0,0,0,0,0,0,1,0,0,0
77,81,70,58,75,83,78,68,64,73,86,79,55,63,53,71,56,89,64,66,87,79,77,70,68,83,70,70,74,69,0.387323944,0,0,0,1,0,0,0,0,0,0,0,0
74,77,25,31,78,60,32,34,30,23,54,62,70,74,67,73,62,48,78,75,82,31,70,74,48,55,40,74,77,76,0.344444444,0,0,0,0,0,0,0,1,0,0,0,0
73,78,59,70,68,61,72,80,46,25,49,76,87,86,84,63,79,75,74,64,66,63,31,58,63,67,61,31,21,23,0.4,0,0,0,0,0,0,0,0,0,1,0,0
69,63,74,64,22,74,69,75,74,76,68,74,64,64,58,60,56,68,61,64,55,70,74,58,63,71,74,33,33,47,0.4,0,0,0,0,0,0,1,0,0,0,0,0
67,68,68,59,48,70,59,62,67,49,63,72,57,57,58,70,64,67,62,62,64,64,72,67,56,67,65,62,63,64,0.388888889,0,0,0,1,0,0,0,0,0,0,0,0
66,68,64,63,66,68,56,67,59,52,65,67,67,66,69,69,60,59,65,78,65,48,58,57,69,68,53,54,57,59,0.407407407,1,0,0,0,0,0,0,0,0,0,0,0
65,70,42,67,62,50,65,66,52,43,36,61,81,81,77,61,79,64,78,65,64,60,44,38,64,57,70,23,27,24,0.346153846,0,1,0,0,0,0,0,0,0,0,0,0
66,70,21,15,17,26,19,16,14,15,38,20,39,44,57,55,57,20,64,46,60,17,48,24,13,33,24,19,18,22,0.25,0,0,0,0,1,0,0,0,0,0,0,0
70,71,62,73,78,63,73,59,48,44,48,67,52,51,60,69,67,77,82,65,82,67,82,44,70,70,79,35,46,21,0.351851852,0,1,0,0,0,0,0,0,0,0,0,0
62,66,32,17,65,51,15,26,20,23,34,47,63,67,60,57,64,45,78,74,74,20,59,62,34,54,38,57,65,60,0.386363636,0,0,0,0,0,0,0,0,0,0,1,0
60,62,50,20,66,56,15,43,24,24,47,59,44,48,59,57,64,32,58,56,70,22,54,56,31,51,28,64,64,60,0.375,0,0,0,0,0,0,0,0,0,0,0,1
67,68,63,29,66,59,49,47,45,42,56,58,45,44,58,60,70,59,71,69,76,46,83,67,43,53,45,65,69,71,0.396226415,0,0,0,0,0,0,0,0,1,0,0,0
74,77,82,73,70,77,82,78,76,81,66,80,66,68,69,68,66,77,62,66,62,74,61,46,70,74,72,38,47,36,0.371794872,0,0,0,0,0,0,0,0,0,0,1,0
73,76,49,40,76,55,41,53,43,45,59,52,72,74,58,64,64,54,77,72,75,42,66,71,38,58,56,76,75,73,0.367346939,1,0,0,0,0,0,0,0,0,0,0,0
74,76,62,76,78,68,73,70,71,71,53,74,65,65,68,74,63,77,77,66,82,74,65,42,75,70,80,29,41,28,0.378571429,0,0,0,1,0,0,0,0,0,0,0,0
68,77,42,23,72,54,11,47,29,53,56,59,52,52,46,63,72,43,80,64,73,45,75,71,54,57,66,64,71,62,0,0,0,0,0,0,0,0,0,0,1,0,0
70,71,32,29,69,52,42,41,34,36,42,62,62,65,51,70,66,54,76,72,73,28,72,63,49,37,53,69,71,68,0.35483871,0,0,0,0,0,1,0,0,0,0,0,0
69,71,59,47,64,72,64,59,54,50,67,68,62,64,61,69,65,60,66,79,67,56,65,70,65,67,54,72,72,61,0.4,0,1,0,0,0,0,0,0,0,0,0,0
75,77,38,42,78,59,31,45,29,63,60,58,59,56,38,71,50,71,72,68,83,47,81,73,44,58,53,72,76,78,0.34375,0,0,0,0,0,0,0,0,0,0,0,1
73,76,57,76,61,67,70,74,58,32,43,72,85,82,72,73,71,74,60,71,63,64,53,44,73,69,66,17,20,17,0.33,0,1,0,0,0,0,0,0,0,0,0,0
69,72,68,57,53,65,56,76,68,47,54,71,76,78,76,69,76,63,65,76,61,54,47,52,65,67,55,57,50,45,0.289473684,0,0,0,0,0,0,0,0,0,1,0,0
67,68,48,64,72,59,57,63,44,58,25,61,72,70,52,65,52,73,68,59,86,55,79,42,61,47,68,21,36,25,0.333333333,0,0,0,0,0,0,0,0,0,0,0,1
77,79,82,68,41,77,58,81,78,72,69,77,81,81,79,66,72,67,66,75,60,59,50,49,72,73,70,42,47,36,0.340277778,0,0,0,0,0,1,0,0,0,0,0,0
69,71,47,55,52,70,59,66,52,45,66,72,72,73,72,71,75,72,72,77,78,60,83,69,57,57,43,71,72,70,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0
70,72,67,33,68,69,46,49,63,66,69,67,67,67,67,68,72,72,76,70,69,64,81,73,64,61,55,70,74,77,0.392156863,0,0,0,0,0,0,0,0,0,0,1,0
63,65,22,19,18,26,20,22,20,19,33,20,37,38,36,58,44,22,66,49,78,21,54,31,21,39,28,23,22,20,0.361111111,0,0,0,0,1,0,0,0,0,0,0,0
73,76,70,72,60,74,71,74,70,72,70,75,75,76,75,70,63,74,61,75,72,73,54,50,67,74,64,38,44,38,0.285714286,0,0,0,0,0,0,0,0,1,0,0,0
72,74,75,32,62,70,52,68,72,44,66,70,80,82,69,72,70,67,71,78,73,61,73,72,64,57,63,69,73,75,0.381944444,0,0,0,0,0,1,0,0,0,0,0,0
74,75,40,26,81,57,27,30,35,42,55,45,59,53,50,64,69,74,85,54,78,36,79,71,38,47,51,78,78,72,0.350574713,0,0,0,0,0,0,0,0,1,0,0,0
73,76,47,40,78,59,35,46,37,30,59,57,60,61,54,70,62,51,81,69,79,32,76,74,38,46,47,74,77,75,0.33974359,0,0,1,0,0,0,0,0,0,0,0,0
78,79,78,77,62,83,68,83,71,70,69,82,72,73,80,76,75,68,58,63,48,71,50,54,79,83,72,37,47,41,0.35483871,0,0,0,0,0,0,0,0,0,0,1,0
67,70,59,50,47,68,38,51,35,49,68,66,66,67,64,71,68,70,65,74,67,59,72,78,67,71,72,65,64,58,0,0,0,0,0,0,0,0,0,0,0,1,0
68,70,72,59,45,67,61,66,73,64,63,69,73,69,67,64,63,69,46,61,55,64,46,43,65,69,58,39,49,34,0,0,0,0,0,0,0,0,0,0,1,0,0
64,66,66,35,55,62,48,64,52,53,55,60,74,71,69,61,76,58,68,68,64,53,56,43,65,61,45,39,46,35,0.260869565,0,0,1,0,0,0,0,0,0,0,0,0
75,80,66,68,65,59,67.08494705,80,63.08737423,57,46,75,86,84,75.46841183,58,68.66589806,76,71.87300218,69,71,70,55,60,65,66.82897103,60,30,31,29.9675552,0,0,0,0,0,0,0,0,0,0,0,1,0
75,78,68,66,62,78,68,70,79,84,76,80,66,66,71,72,70,77,67,74,72,78,76,64,74,81,77,60,66,57,0.433333333,0,0,0,0,0,0,0,0,0,1,0,0
66,68,60,65,73,67,56,55,54,44,63,62,56,60,64,67,56,74,72,67,83,68,84,64,61,65,67,57,57,58,0.393939394,0,0,0,0,0,0,0,0,0,0,1,0
81,83,87,62,73,80,64,75,75,81,73,78,78,79,70,78,82,83,72,86,67,76,73,79,73,73,80,81,83,81,0.356557377,0,0,0,0,0,0,0,0,1,0,0,0
70,73,60,72,75,72,69.28415169,69,56.43896944,56,31,65,65,65,69.61783483,67,70.61578257,76,72.7542149,52,65,71,74,74,70,65.58022591,75,29,36,33.83286206,0.5,0,0,1,0,0,0,0,0,0,0,0,0
74,77,74,74,64,69,73,76,78,77,56,80,76,78,77,71,72,75,71,76,71,74,69,34,76,60,76,27,31,21,0.372727273,1,0,0,0,0,0,0,0,0,0,0,0
70,71,68,45,66,76,57,66,65,65,71,70,62,48,69,70,75,70,64,62,66,71,68,68,64,72,70,62,69,66,0.357142857,1,0,0,0,0,0,0,0,0,0,0,0
66,68,21,18,21,30,22,21,18,22,41,20,46,49,49,65,50,24,70,54,72,20,46,33,27,42,43,22,22,21,0.25,0,0,0,0,0,0,0,1,0,0,0,0
72,76,78,48,59,72,59,62,85,80,73,73,71,65,63,73,70,78,66,79,63,73,75,70,65,69,49,70,73,78,0.35,0,0,0,0,0,1,0,0,0,0,0,0
71,72,49,32,77,60,34,34,39,43,61,60,60,50,48,67,45,51,67,67,76,23,69,69,36,52,49,75,74,74,0.393442623,0,0,0,0,0,0,0,0,0,1,0,0
69,71,64,56,65,67,53,58,48,42,63,64,69,68,68,71,66,64,71,75,66,53,60,69,61,59,62,70,73,72,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0
66,68,64,57,48,62,45,70,50,35,51,61,92,90,89,64,85,77,89,78,70,50,49,33,70,55,44,47,43,35,0.4,0,0,0,1,0,0,0,0,0,0,0,0
73,74,48,56,75,65,51,50,47,45,62,61,61,59,60,70,60,64,81,46,76,54,72,73,48,49,64,73,74,74,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0
74,77,30,34,74,68,35,50,33,23,68,66,66,67,60,68,63,54,84,70,80,34,71,71,33,56,42,73,77,74,0.343023256,0,0,0,0,0,0,0,0,0,0,0,1
68,71,53,75,61,59,69,60,55,44,45,66,74,73,71,73,75,63,71,68,60,56,41,35,74,64,75,20,21,17,0.4,0,0,0,0,0,0,0,0,1,0,0,0
76,79,54,31,74,58,31,46,38,30,60,56,68,73,58,66,57,61,80,72,84,33,79,77,42,43,46,79,81,80,0.351190476,0,0,0,0,0,0,1,0,0,0,0,0
73,75,72,66,55,80,64,66,64,73,77,76,58,57,60,70,70,75,62,74,71,70,79,77,68,75,73,65,71,65,0.311111111,1,0,0,0,0,0,0,0,0,0,0,0
62,71,19,17,22,24,15,18,15,15,29,18,55,45,48,47,55,22,75,39,64,18,47,32,22,36,40,18,18,20,0.4,0,0,0,0,0,0,1,0,0,0,0,0
62,65,21,22,18,23,21,25,16,11,49,24,47,45,50,54,26,31,47,44,51,20,40,30,26,32,23,20,23,10,0.411764706,0,0,0,0,0,0,1,0,0,0,0,0
63,74,18,19,17,28,10,20,15,30,50,23,43,27,38,24,31,29,51,50,29,16,47,24,27,37,28,20,20,11,0.315789474,0,0,0,0,1,0,0,0,0,0,0,0
75,76,54,51,84,72,62,49,32,59,64,65,60,63,54,73,54,74,73,73,81,67,87,72,61,67,54,72,73,71,0.326923077,0,0,0,0,0,0,0,1,0,0,0,0
