overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,Total_Frequency,star_signAquarius,star_signAries,star_signCancer,star_signCapricorn,star_signGemini,star_signLeo,star_signLibra,star_signPisces,star_signSagittarius,star_signScopio,star_signTaurus,star_signVirgo
58,63,50,41,61,65,43,58,41,35,62,65,63,67,39,64,50,62,49,56,72,54,68,56,52,46,48,50,56,51,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0
64,76,44,26,69,61,31,46,28,33,55,60,64,66,54,55,49,43,72,52,71,25,54,60,23,34,58,64,68,62,0.375,0,0,1,0,0,0,0,0,0,0,0,0
68,78,55,50,56,71,43,70,66,57,67,74,75,68,75,68,84,64,79,72,61,59,73,67,58,69,45,58,68,68,0.402777778,0,0,0,0,0,0,0,1,0,0,0,0
62,71,60,59,43,59,59,65,64,48,55,59,82,83,75,52,72,70,62,60,67,64,67,20,57,47,50,21,20,21,0,0,0,0,0,0,0,0,0,0,0,1,0
66,76,66,26,60,65,29,68,45,39,55,68,79,78,71,65,75,34,71,74,59,34,74,63,58,52,44,64,66,62,0.34375,0,0,0,0,0,1,0,0,0,0,0,0
64,70,63,38,53,64,38,58,42,47,56,63,68,72,62,57,48,46,66,70,68,43,57,58,43,34,59,65,68,68,0.5,1,0,0,0,0,0,0,0,0,0,0,0
65,77,22,20,20,23,20,19,17,19,22,23,40,48,34,61,60,21,61,31,49,19,22,23,18,25,27,18,20,18,0.380952381,0,0,0,0,0,0,0,1,0,0,0,0
71,83,59,47,69,78,44,68,59,52,72,75,66,64,70,72,54,73,72,73,78,68,68,69,58,74,63,53,66,61,0.446428571,0,1,0,0,0,0,0,0,0,0,0,0
65,75,51,51,58,68,35,62,30,32,62,66,66,64,61,61,64,64,71,68,69,53,67,64,50,63,44,56,66,60,0.3,0,0,0,1,0,0,0,0,0,0,0,0
66,75,58,57,53,68,55,72,56,64,62,70,77,67,71,54,79,70,57,42,41,67,40,36,60,68,62,32,33,30,0.5,0,0,1,0,0,0,0,0,0,0,0,0
66,71,48,34,63,54,31,36,32,29,58,59,60,63,51,59,63,34,80,69,72,39,76,65,39,49,36,66,70,62,0.409090909,0,0,0,0,0,0,0,1,0,0,0,0
67,79,40,72,71,54,53,58,45,39,34,60,76,71,67,60,50,70,75,60,76,59,34,23,67,56,70,19,19,21,0.369565217,0,0,1,0,0,0,0,0,0,0,0,0
68,82,71,58,54,65,48,69,58,57,60,68,80,80,76,60,82,59,62,67,56,60,60,63,65,56,36,70,70,70,0.322222222,0,0,0,1,0,0,0,0,0,0,0,0
63,75,58,21,63,62,31,58,33,46,60,62,62,68,64,60,65,43,68,61,62,24,65,65,53,54,43,64,63,61,0.409090909,0,0,0,0,0,0,0,1,0,0,0,0
75,80,74,69,52,74,64,78,75,76,69,76,83,81,90,75,69,78,66,69,56,73,42,17,66,67,72,20,24,21,0.306451613,0,0,0,0,0,0,0,0,0,0,0,1
64,70,34,28,61,53,34,39,33,31,49,51,63,67,40,52,64,50,77,65,81,25,62,61,23,29,36,67,68,61,0.5,0,0,0,1,0,0,0,0,0,0,0,0
58,70,54,60,42,57,57,70,48,36,41,68,83,83,78,63,81,59,47,53,59,49,30,29,67,54,58,39,30,35,0.25,0,0,0,0,0,0,1,0,0,0,0,0
58,65,33,27,55,26,26,47,28,31,25,39,60,67,57,50,48,22,68,68,82,23,55,52,37,36,37,57,65,61,0,0,0,0,0,0,0,0,0,0,0,1,0
57,62,41,60,54,51,47,53,39,33,36,57,68,69,69,57,63,58,73,57,54,54,31,21,55,49,66,16,17,20,0,0,0,0,0,0,0,0,0,0,1,0,0
63,63,35,62,72,54,61,60,35,28,51,72,58,59,60,53,51,65,69,64,77,63,56,23,57,50,61,24,25,24,0.307692308,0,0,0,0,0,0,0,0,0,0,1,0
66,80,60,66,54,65,62,71,53,49,57,71,77,75,79,65,75,60,75,53,45,60,33,25,64,66,62,21,25,24,0.416666667,0,0,1,0,0,0,0,0,0,0,0,0
69,83,49,36,66,69,44,59,27,28,63,66,75,72,64,68,85,77,76,73,90,49,82,69,54,56,34,62,68,64,0.375,0,0,0,0,0,0,0,0,0,0,0,1
61,61,16,18,19,23,16,19,18,18,26,26,35,42,59,63,62,22,56,41,78,18,43,20,16,32,32,19,16,16,0.382352941,0,0,1,0,0,0,0,0,0,0,0,0
56,67,47,32,54,60,28,41,24,25,51,57,54,57,47,50,71,47,77,60,61,29,52,52,27,44,39,52,62,53,0,0,0,1,0,0,0,0,0,0,0,0,0
59,64,43,44,44,65,36,60,34,39,60,62,66,65,65,61,62,52,58,70,58,33,59,43,56,64,37,34,42,41,0.275,0,1,0,0,0,0,0,0,0,0,0,0
53,58,35,28,47,23,27,53,31,29,28,29,62,64,56,51,66,22,58,63,59,22,56,51,40,33,42,62,64,69,0,0,0,0,0,0,0,1,0,0,0,0,0
52,61,35,38,43,65,26,52,28,43,55,48,58,71,74,61,34,51,65,41,61,31,65,42,38,55,45,48,55,57,0,0,0,0,0,0,0,0,0,0,0,1,0
63,73,17,16,20,31,17,22,18,18,24,21,26,36,30,62,29,34,54,40,77,16,22,16,15,28,27,15,17,17,0.3,0,0,0,1,0,0,0,0,0,0,0,0
62,71,41,41,64,62,44,53,36,35,59,60,56,52,53,60,40,67,46,68,83,50,68,60,45,53,47,59,63,60,0,0,0,1,0,0,0,0,0,0,0,0,0
64,76,39,30,63,58,29,46,34,37,54,53,56,62,60,59,57,44,76,55,70,28,62,65,31,42,51,63,67,66,0.142857143,1,0,0,0,0,0,0,0,0,0,0,0
69,81,62,65,46,70,59,72,75,73,61,73,74,69,82,64,85,69,55,67,49,67,41,36,65,67,54,28,32,31,0.365384615,0,0,0,0,0,0,0,0,1,0,0,0
67,74,66,30,57,65,32,65,57,50,56,64,74,77,65,66,64,58,59,71,72,40,74,64,47,44,40,65,70,68,0.339285714,0,0,0,0,0,0,0,1,0,0,0,0
64,76,55,56,49,66,49,68,60,57,58,71,76,74,86,57,84,55,62,59,51,39,58,37,52,63,59,31,38,42,0,0,0,0,0,1,0,0,0,0,0,0,0
65,72,52,67,70,60,48,62,39,38,48,65,56,65,53,63,49,76,38,44,80,50,68,21,64,35,56,22,25,18,0.5,0,0,0,0,0,0,0,1,0,0,0,0
60,71,50,63,56,60,48,60,59,38,56,60,75,82,59,52,65,61,63,70,64,60,41,29,57,57,54,34,27,29,0.5,0,0,0,0,0,0,1,0,0,0,0,0
65,69,63,50,46,64,49,70,61,47,55,66,73,77,76,62,72,61,47,51,44,52,28,20,60,61,61,29,29,29,0,0,1,0,0,0,0,0,0,0,0,0,0
63,74,63,53,65,55,46,61,48,32,54,60,74,79,64,56,60,62,76,85,79,44,84,57,62,51,45,58,61,60,0.381578947,0,0,0,0,0,0,1,0,0,0,0,0
58,72,51,60,48,68,52,62,56,42,61,59,68,67,71,53,70,61,52,59,56,48,50,39,61,62,52,41,40,52,0,0,0,0,0,0,0,0,0,0,0,1,0
56,56,45,55,52,62,45,56,38,36,55,56,61,60,54,55,72,66,61,80,75,45,81,43,57,41,60,41,49,49,0.36,0,0,0,1,0,0,0,0,0,0,0,0
67,67,48,38,68,70,42,58,48,40,66,60,53,55,40,62,49,68,55,80,83,48,81,64,50,56,52,62,67,66,0.35,0,0,0,1,0,0,0,0,0,0,0,0
67,76,62,62,48,69,55,69,56,56,65,69,70,70,74,63,65,59,52,65,59,61,56,52,63,70,51,56,61,53,0.367647059,0,0,0,0,0,1,0,0,0,0,0,0
68,70,49,62,66,70,64,64,68,65,64,68,67,62,70,72,60,76,79,81,72,71,66,66,69,64,74,58,63,57,0.454545455,0,0,0,0,0,0,0,0,0,1,0,0
70,77,67,63,59,67,61,76,69,42,58,74,77,80,74,67,62,69,60,74,66,58,37,30,68,66,51,31,32,30,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0
66,70,30,22,74,46,29,26,28,26,35,47,53,63,48,62,54,37,76,62,78,25,71,64,25,26,33,64,69,63,0.5,0,0,0,1,0,0,0,0,0,0,0,0
67,80,56,71,66,63,57,63,41,36,56,62,79,79,74,59,57,65,66,54,61,70,32,22,70,59,73,21,20,21,0,0,0,1,0,0,0,0,0,0,0,0,0
56,66,39,53,47,60,32,62,35,41,55,60,72,77,78,52,76,52,69,60,56,31,61,56,52,48,45,45,51,58,0.5,0,0,0,1,0,0,0,0,0,0,0,0
54,64,44,24,50,46,26,51,39,30,40,51,68,68,55,46,71,34,70,64,56,26,54,51,35,36,35,53,62,57,0.375,0,0,1,0,0,0,0,0,0,0,0,0
51,64,43,29,52,59,42,46,39,39,57,48,65,66,72,47,73,52,63,63,61,42,49,43,53,49,45,37,36,32,0,1,0,0,0,0,0,0,0,0,0,0,0
61,76,52,55,53,65,53,65,55,56,63,65,66,65,61,59,77,68,74,58,42,60,49,47,54,56,57,49,52,46,0.357142857,0,0,0,0,0,0,1,0,0,0,0,0
73,78,64,65,51,73,61,82,65,64,71,81,83,84,85,70,83,73,56,58,37,67,58,51,64,72,67,45,48,42,0.5,0,0,0,0,0,0,0,0,0,0,0,1
71,80,72,69,75,72,60,77,73,62,65,74,79,78,78,68,58,71,70,64,71,61,32,51,65,62,63,42,45,43,0.227272727,0,0,1,0,0,0,0,0,0,0,0,0
61,75,34,21,62,45,32,34,28,34,30,37,55,57,41,49,35,46,66,60,87,23,62,60,28,28,40,58,63,60,0,0,0,0,0,0,0,0,0,0,0,1,0
64,69,29,65,72,56,64,60,51,33,34,61,61,69,52,61,39,57,52,62,90,52,60,38,64,52,61,34,46,41,0.3,0,1,0,0,0,0,0,0,0,0,0,0
65,72,62,63,37,58,58,68,51,40,45,63,83,78,75,61,82,65,50,65,55,62,68,26,62,53,61,21,34,22,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0
57,57,43,56,46,50,52,54,45,44,44,58,63,66,53,51,61,66,64,70,64,62,53,31,60,54,51,29,32,34,0.357142857,0,0,0,0,0,1,0,0,0,0,0,0
62,66,32,29,63,34,34,23,22,30,36,32,62,67,59,50,49,44,74,52,82,28,60,63,21,29,39,61,67,63,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0
56,66,52,47,40,54,42,62,48,40,43,60,77,75,66,36,81,60,55,56,36,51,33,29,54,54,58,22,31,28,0,0,0,1,0,0,0,0,0,0,0,0,0
67,80,68,39,66,62,31,66,56,29,55,69,79,80,77,62,68,50,55,68,56,41,67,65,55,50,40,65,68,65,0.425925926,0,0,0,0,0,0,0,1,0,0,0,0
59,68,48,32,57,51,34,43,30,35,46,42,53,58,46,53,55,45,62,54,82,33,60,56,23,25,39,62,63,61,0.363636364,0,0,0,0,1,0,0,0,0,0,0,0
74,80,62,73,70,69,62,79,71,57,50,80,75,76,78,76,67,68,68,65,67,70,35,22,79,65,63,21,22,21,0.485714286,0,0,0,0,0,0,0,0,0,0,0,1
58,70,56,27,51,54,24,48,56,59,34,52,66,64,59,54,65,31,56,62,55,29,54,57,42,30,39,57,59,65,0.375,0,0,0,0,0,0,1,0,0,0,0,0
62,76,47,34,41,76,41,56,63,41,67,70,64,67,69,60,79,56,58,50,44,54,47,45,54,71,43,42,48,51,0,0,0,0,0,0,0,0,0,0,0,0,1
67,75,33,34,70,68,36,48,51,45,68,64,59,58,62,72,58,44,63,60,70,46,58,73,50,53,40,63,66,67,0.30952381,0,0,1,0,0,0,0,0,0,0,0,0
64,73,57,34,65,70,24,50,45,47,54,65,65,64,63,61,58,52,66,70,66,49,63,65,41,61,43,60,66,62,0.5,0,1,0,0,0,0,0,0,0,0,0,0
70,83,37,31,71,55,29,45,44,27,55,55,56,61,54,65,42,52,68,65,73,41,71,71,30,33,33,73,74,71,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0
59,76,50,30,56,55,32,50,45,37,53,53,66,66,62,53,66,46,64,66,54,38,49,58,35,36,49,60,63,65,0.28125,1,0,0,0,0,0,0,0,0,0,0,0
59,68,60,29,59,50,27,50,55,34,40,50,69,69,62,55,68,35,63,67,63,33,60,59,39,40,51,52,68,59,0,0,0,0,0,0,0,0,1,0,0,0,0
72,81,61,61,33,75,60,81,68,58,72,80,72,70,77,64,77,60,61,62,51,66,40,35,69,73,62,31,37,33,0.346153846,0,0,0,0,0,0,0,0,0,1,0,0
68,70,68,34,56,67,35,62,57,39,57,66,76,80,62,62,75,51,72,83,67,44,75,65,60,42,37,68,62,71,0.388888889,0,0,0,1,0,0,0,0,0,0,0,0
67,72,65,62,51,63,59,65,69,60,67,67,87,84,85,62,82,66,62,73,45,65,61,51,62,63,66,50,57,55,0.5,0,0,0,1,0,0,0,0,0,0,0,0
64,74,67,39,60,70,50,67,60,60,69,71,66,66,67,59,59,76,57,68,55,72,71,44,60,62,46,46,55,53,0.357142857,0,0,0,0,0,0,0,0,0,1,0,0
65,75,61,57,36,66,47,69,47,59,61,68,75,84,70,57,78,57,48,62,44,45,32,24,60,63,53,20,23,25,0.5,0,0,0,0,0,0,0,0,0,1,0,0
70,82,71,42,63,62,27,67,68,44,63,72,74,79,62,67,53,68,63,78,74,47,73,72,62,58,47,65,73,67,0.284090909,0,0,0,0,0,0,0,0,0,1,0,0
61,70,50,49,46,56,53,71,69,49,52,69,79,74,85,61,77,42,74,47,43,54,37,30,55,52,58,24,33,37,0.5,0,0,0,0,0,0,0,0,0,0,1,0
71,80,59,59,39,79,48,66,63,57,76,75,64,68,64,73,66,56,56,62,66,60,60,66,67,75,57,54,59,54,0.25,0,0,0,0,0,0,0,0,1,0,0,0
66,75,43,52,43,74,53,68,62,63,69,77,68,65,80,60,67,53,56,60,62,64,55,61,61,66,76,51,61,56,0.5,1,0,0,0,0,0,0,0,0,0,0,0
70,75,71,67,48,67,42,72,66,67,60,69,84,79,74,77,74,60,67,68,54,61,53,26,74,59,55,22,29,22,0.380952381,0,0,1,0,0,0,0,0,0,0,0,0
56,70,34,56,55,42,40.19554743,45,46.08496501,32,40,53,53,67,53.80949202,43,59.15089964,56,62.75434824,52,56,47,55,52,36,46.01857111,56,23,23,36.03574802,0.423076923,0,0,0,0,0,0,0,0,0,1,0,0
74,81,75,70,55,71,63,75,63,60,65,75,82,81,80,70,70,68,70,74,65,67,61,53,71,76,63,48,49,48,0.458333333,0,0,0,1,0,0,0,0,0,0,0,0
62,75,52,50,39,62,53,69,55,51,60,68,77,69,77,56,88,56,61,58,41,50,44,31,59,62,47,34,32,34,0,1,0,0,0,0,0,0,0,0,0,0,0
62,69,55,26,62,50,31,34,31,26,46,50,63,65,61,60,65,44,70,68,60,27,67,60,24,33,47,63,66,64,0.357142857,0,0,0,0,0,0,1,0,0,0,0,0
67,75,64,57,29,63,64,75,71,66,58,71,77,73,80,53,70,64,75,66,58,56,55,31,56,65,49,32,29,33,0.25,0,0,0,0,0,0,0,1,0,0,0,0
49,52,47,33,30,39,39,56,44,30,39,46,70,64,58,40,70,45,49,53,43,35,39,20,42,51,49,24,29,39,0.5,0,1,0,0,0,0,0,0,0,0,0,0
60,66,37,68,68,53,41,59,40,40,38,58,62,61,57,53,58,61,63,56,57,55,31,17,53,48,66,22,22,22,0,0,0,0,0,0,0,0,0,0,0,1,0
67,75,61,67,68,64,51,73,56,51,56,65,87,82,69,67,64,65,74,60,62,55,42,23,65,54,73,25,24,24,0.35,0,0,1,0,0,0,0,0,0,0,0,0
66,73,67,63,43,66,52,72,67,71,62,70,82,78,75,62,77,76,55,71,45,71,47,43,64,62,65,43,47,43,0.4,0,0,0,0,0,0,0,1,0,0,0,0
68,74,59,71,75,65,65,67,60,40,55,64,65,71,66,62,61,71,78,71,78,61,76,33,65,57,72,18,20,21,0.25,0,0,0,1,0,0,0,0,0,0,0,0
71,78,69,61,53,73,67,70,83,74,71,74,74,70,81,68,68,74,59,63,42,72,56,40,57,78,63,45,41,41,0.4,0,0,0,0,0,0,0,1,0,0,0,0
66,77,54,61,48,62,61,75,76,67,56,74,74,76,72,60,71,80,63,57,74,68,72,25,62,55,59,35,26,27,0.409090909,0,1,0,0,0,0,0,0,0,0,0,0
68,78,70,26,53,56,42,59,58,53,58,68,77,80,74,61,75,62,72,77,68,43,66,69,51,47,46,67,70,72,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0
62,62,21,22,20,30,20,20,20,20,22,22,41,46,32,54,34,24,53,30,79,18,24,22,21,26,24,19,20,20,0.5,0,0,0,0,0,0,0,0,0,0,1,0
63,70,58,62,48,55,54,72,48,46,49,68,73,75,63,64,70,71,47,54,54,47,49,26,60,49,64,21,27,29,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0
64,74,56,46,47,73,43,63,66,70,63,66,72,67,75,63,81,70,61,67,55,61,55,52,60,66,52,42,56,48,0.2,0,0,0,0,0,0,1,0,0,0,0,0
68,70,65,54,43,70,55,75,62,48,65,73,69,69,78,63,81,70,53,68,53,53,45,29,61,71,59,40,40,37,0.3,0,0,0,0,0,0,0,0,0,0,1,0
61,73,25,25,25,22,25,25,25,25,21,25,46,41,30,60,45,22,64,30,70,25,22,25,25,25,26,25,25,25,0,0,0,0,0,0,0,0,0,0,1,0,0
72,83,60,43,77,70,45,56,51,75,71,64,55,66,52,66,51,81,69,72,82,64,78,73,51,60,68,72,76,70,0.381578947,0,0,0,1,0,0,0,0,0,0,0,0
66,75,39,39,67,54,54,51,39,36,56,49,72,74,66,61,68,68,85,71,79,60,79,57,34,38,52,60,68,64,0,1,0,0,0,0,0,0,0,0,0,0,0
66,70,62,52,48,69,47,72,65,60,62,71,78,79,75,68,76,63,60,74,56,54,58,54,63,65,67,56,61,52,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0
71,84,60,66,40,65,59,79,76,61,61,75,87,81,87,69,92,73,61,60,41,65,60,28,66,60,66,21,28,25,0.35,0,0,1,0,0,0,0,0,0,0,0,0
75,86,67,64,51,68,58,82,73,66,61,77,90,92,91,74,87,73,64,69,63,65,55,24,71,67,71,21,26,22,0.363636364,0,0,0,0,0,0,0,0,0,1,0,0
72,81,28,22,73,56,22,51,24,29,57,57,56,66,45,68,51,67,86,61,80,21,85,71,25,40,36,71,74,71,0,1,0,0,0,0,0,0,0,0,0,0,0
54,62,20,25,25,31,25,25,25,25,22,23,47,49,37,50,32,24,55,38,79,25,25,25,25,25,27,25,25,25,0,0,0,0,0,0,0,0,0,0,0,1,0
67,69,64,60,73,70,71,66,60,44,65,69,71,66,72,69,69,75,77,84,63,63,53,52,68,63,52,49,56,58,0,0,0,0,0,0,1,0,0,0,0,0,0
68,68,35,67,66,54,65,70,67,34,39,67,79,68,58,73,61,75,61,71,71,64,60,39,73,71,66,21,34,32,0,0,0,0,0,1,0,0,0,0,0,0,0
67,70,37,68,79,50,58,60,38,34,35,64,51,54,46,67,47,78,61,61,80,60,73,25,69,48,70,29,22,27,0.464285714,0,0,0,0,0,0,0,0,0,0,0,1
63,69,48,67,57,57,59,67,59,37,43,63,70,68,65,60,67,66,74,59,50,62,32,20,63,57,69,20,19,21,0.5,0,0,0,0,0,0,1,0,0,0,0,0
62,70,37,68,63,52,55,61,58,29,35,62,54,60,59,57,55,64,67,56,71,66,56,20,60,44,57,20,25,28,0.416666667,0,0,0,0,0,0,0,0,0,1,0,0
65,73,33,28,66,47,31,34,29,27,40,50,63,60,52,59,55,45,71,66,69,21,63,66,24,32,39,66,69,66,0.296296296,1,0,0,0,0,0,0,0,0,0,0,0
64,67,47,42,64,68,37,59,44,47,59,65,52,55,55,61,56,73,70,72,80,45,80,65,41,42,54,61,66,60,0.375,0,0,0,1,0,0,0,0,0,0,0,0
66,76,53,59,54,67,36,61,49,34,67,65,67,67,67,64,75,61,70,73,74,58,63,61,63,67,49,47,68,58,0.391304348,1,0,0,0,0,0,0,0,0,0,0,0
53,65,41,38,48,58,37,54,39,41,58,54,60,63,56,54,60,51,59,62,63,46,60,44,53,45,45,42,43,45,0.5,0,0,0,1,0,0,0,0,0,0,0,0
63,68,36,27,60,46,30,39,35,35,43,40,62,64,57,55,57,50,79,58,71,28,58,61,29,33,47,66,69,66,0.4,0,0,0,0,1,0,0,0,0,0,0,0
72,78,33,33,75,49,45,48,50,53,46,56,51,56,54,64,44,79,67,62,81,69,76,73,26,33,59,74,77,71,0.397435897,0,1,0,0,0,0,0,0,0,0,0,0
66,75,63,29,55,57,34,65,53,36,46,64,78,77,80,65,87,56,70,75,50,34,64,67,54,44,44,63,67,69,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0
56,68,35,31,63,58,37,37,45,38,56,54,65,68,59,48,64,60,67,74,69,50,56,45,53,49,52,55,57,56,0.285714286,0,0,0,0,0,0,1,0,0,0,0,0
61,68,46,63,56,60,43,61,46,39,59,61,73,58,66,56,83,60,62,77,49,60,49,39,60,61,60,39,34,38,0.325,0,0,0,0,0,0,0,1,0,0,0,0
61,71,20,23,20,24,21,22,22,23,25,23,33,32,35,55,29,22,50,30,67,20,22,26,23,24,26,21,18,22,0.34375,1,0,0,0,0,0,0,0,0,0,0,0
60,66,48,26,50,42,34,58,40,40,34,47,78,74,73,57,72,40,65,70,54,33,58,60,40,40,48,62,70,68,0.3,0,0,0,0,1,0,0,0,0,0,0,0
60,76,49,34,58,69,40,57,46,50,60,59,65,62,53,59,74,56,60,64,60,45,69,56,38,50,55,54,66,63,0.25,0,0,0,0,0,0,1,0,0,0,0,0
67,72,69,49,51,64,43,71,54,53,56,71,78,78,72,63,73,66,57,74,58,64,64,65,67,54,39,67,71,67,0.328125,0,0,0,1,0,0,0,0,0,0,0,0
57,65,33,26,56,35,26,27,31,30,32,37,65,68,41,46,56,45,76,61,67,20,51,59,29,29,48,57,65,60,0,0,0,0,0,0,0,0,0,0,0,0,1
69,75,64,71,67,66,63,71,46,38,52,68,73,76,71,65,63,73,67,74,74,67,60,18,73,60,60,22,20,20,0.294117647,0,1,0,0,0,0,0,0,0,0,0,0
60,69,46,45,50,68,41,65,41,44,66,64,73,72,81,51,80,59,58,59,53,46,52,46,51,52,49,41,48,56,0.25,1,0,0,0,0,0,0,0,0,0,0,0
65,72,38,70,70,55,47,62,42,34,46,64,68,75,66,61,54,65,70,64,77,57,63,25,61,50,50,21,25,24,0.409090909,0,0,0,0,0,0,0,0,0,0,0,1
64,75,61,32,50,58,34,64,40,39,50,61,73,78,72,61,77,41,68,74,48,29,72,61,53,46,43,60,67,69,0.4375,0,0,0,0,0,0,1,0,0,0,0,0
68,78,32,22,67,58,28,51,36,28,46,60,64,66,54,60,57,50,72,68,72,24,72,69,34,40,38,66,72,68,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0
63,71,53,60,47,61,59,72,53,41,43,66,73,77,65,59,75,68,54,61,60,59,63,23,57,60,54,20,27,24,0.5,1,0,0,0,0,0,0,0,0,0,0,0
69,82,70,39,59,68,42,75,65,62,56,70,79,80,75,68,72,69,67,69,60,50,69,71,65,58,45,66,70,69,0.366666667,0,0,0,0,1,0,0,0,0,0,0,0
65,74,63,64,47,64,53,71,59,41,55,68,78,80,62,51,62,68,49,59,63,52,38,24,58,62,62,22,30,33,0.3125,0,0,1,0,0,0,0,0,0,0,0,0
70,77,69,44,62,67,47,67,62,34,62,70,74,76,71,67,74,61,78,75,62,51,69,69,60,57,47,69,72,69,0.357142857,0,0,0,0,0,0,0,0,0,0,1,0
64,69,46,68,66,56,52,63,39,40,39,63,70,72,70,58,59,67,67,70,58,60,29,25,66,46,67,25,21,25,0.5,0,0,1,0,0,0,0,0,0,0,0,0
67,75,50,64,63,70,58,69,48,46,65,72,66,64,55,64,64,79,59,77,82,69,79,61,61,60,55,59,66,61,0.295454545,0,0,0,0,0,0,0,1,0,0,0,0
74,83,54,62,69,79,55,75,63,60,75,76,61,65,61,70,51,75,54,72,81,69,77,70,67,75,54,62,70,60,0.382352941,0,0,0,0,0,1,0,0,0,0,0,0
69,77,58,60,52,74,52,73,66,55,66,74,74,70,78,64,86,66,50,62,43,55,63,40,64,73,63,40,52,51,0.30952381,0,0,0,0,0,0,0,0,0,0,1,0
67,79,64,64,45,54,54,74,58,64,46,72,83,85,75,71,71,68,48,68,58,67,59,24,69,60,47,22,26,24,0,0,0,0,1,0,0,0,0,0,0,0,0
71,82,68,68,60,66,62,79,72,38,51,76,84,87,76,74,73,78,49,68,63,59,69,36,73,62,66,24,45,31,0.34375,0,0,0,0,0,0,1,0,0,0,0,0
64,70,27,67,72,62,56,62,48,42,31,66,55,62,55,58,51,64,59,57,69,56,64,15,66,58,63,28,27,26,0,0,0,0,0,0,0,0,1,0,0,0,0
64,77,25,23,65,47,32,38,22,21,44,53,62,63,56,53,62,46,74,57,63,37,63,64,23,31,35,68,69,66,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0
66,73,51,65,61,61,60,67,59,48,51,68,68,71,44,69,46,75,42,63,79,56,46,23,63,56,60,23,24,25,0,0,0,0,0,0,0,1,0,0,0,0,0
70,80,67,57,57,75,61,69,67,65,74,75,72,70,71,67,66,68,63,74,72,67,69,63,66,67,42,46,65,59,0.375,0,0,0,0,0,0,0,0,0,0,1,0
59,75,35,40,50,62,40,53,39,40,58,60,55,55,51,52,66,61,71,46,68,63,65,64,45,37,43,50,62,56,0.5,1,0,0,0,0,0,0,0,0,0,0,0
66,79,68,33,65,64,48,64,67,55,56,67,72,79,73,63,70,65,55,73,70,56,67,64,60,44,52,60,67,65,0.3,0,0,0,0,0,0,0,0,0,1,0,0
62,73,39,61,55,47,51,67,43,35,42,69,77,74,79,56,72,63,72,58,49,58,42,22,62,43,56,21,23,22,0.5,1,0,0,0,0,0,0,0,0,0,0,0
66,80,61,54,45,73,48,69,65,66,70,73,71,67,71,62,71,64,58,64,62,67,59,50,55,65,51,48,57,53,0.433333333,0,0,0,0,0,1,0,0,0,0,0,0
64,75,26,24,67,43,25,47,27,28,35,52,52,65,45,59,34,41,81,59,80,32,65,61,20,23,29,63,66,63,0.5,0,0,0,0,0,0,0,0,0,1,0,0
61,69,57,56,53,59,52,68,59,55,55,68,72,66,71,55,75,61,45,43,54,46,57,31,57,58,56,23,31,32,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0
72,81,63,72,57,70,72,82,71,55,53,83,82,78,82,70,73,71,64,65,49,70,39,23,70,63,68,24,23,23,0.428571429,0,0,0,0,0,0,1,0,0,0,0,0
70,82,35,23,66,54,27,45,36,26,53,55,61,61,51,69,54,49,73,63,72,37,76,73,27,33,38,74,74,71,0.275,0,0,0,1,0,0,0,0,0,0,0,0
75,77,66,74,62,71,73,77,77,67,55,79,84,79,83,74,79,75,54,70,58,69,51,29,74,74,72,23,27,28,0.409090909,0,0,0,0,0,0,0,0,0,1,0,0
65,73,55,57,46,63,56,70,62,65,54,71,78,72,77,64,85,68,49,54,46,61,48,31,64,57,62,34,38,37,0.388888889,1,0,0,0,0,0,0,0,0,0,0,0
69,78,66,61,49,74,58,73,56,63,72,76,69,70,72,68,76,68,55,70,39,62,48,44,64,68,52,38,51,48,0.369565217,0,0,0,0,0,0,0,0,0,0,1,0
56,63,50,26,45,55,32,47,38,37,55,48,67,70,67,56,62,47,56,75,61,30,64,54,53,41,45,52,56,54,0.35,0,0,0,0,0,0,0,1,0,0,0,0
68,69,72,46,53,66,37,70,62,63,61,68,75,78,61,63,70,75,69,83,62,59,61,67,69,58,37,67,70,65,0.387096774,0,0,0,0,0,1,0,0,0,0,0,0
70,77,64,59,65,64,57,74,66,57,64,70,91,85,94,67,94,71,77,75,29,72,39,30,64,66,72,32,38,37,0.136363636,0,0,0,0,0,0,0,0,0,0,0,1
61,67,55,30,51,48,33,61,35,37,37,53,76,74,76,61,77,40,57,72,48,34,63,65,47,39,46,64,66,67,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0
