match_api_id,team_api_id,team_type,spread,status,fire,water,earth,air,Aries,Leo,Sagittarius,Cancer,Scopio,Pisces,Taurus,Virgo,Capricorn,Gemini,Libra,Aquarius,TeamGoal
836306,8640,home,10,win,3,1,2,5,1,1,1,1,0,0,0,1,1,3,1,1,10
2030233,8633,home,8,win,3,4,3,1,1,0,2,3,0,1,1,1,1,0,0,1,10
658797,8586,home,8,win,4,1,1,5,2,2,0,0,1,0,0,0,1,0,1,4,9
840289,9925,home,9,win,3,3,1,4,1,2,0,1,0,2,1,0,0,0,0,4,9
1239709,9823,home,7,win,3,1,3,4,1,2,0,0,1,0,0,2,1,0,3,1,9
1778322,8633,home,8,win,2,2,6,1,1,0,1,2,0,0,3,1,2,0,0,1,9
1990022,9847,away,9,win,2,1,3,5,1,1,0,1,0,0,1,2,0,1,1,3,9
659371,8455,home,8,win,3,3,1,4,0,1,2,0,0,3,1,0,0,3,1,0,8
857405,9823,away,7,win,4,2,2,3,2,2,0,1,1,0,1,1,0,1,0,2,8
875447,8633,home,7,win,4,2,3,2,2,0,2,0,0,2,1,1,1,0,1,1,8
875691,8634,away,8,win,3,2,4,2,1,1,1,0,1,1,2,1,1,1,0,1,8
1024348,10260,home,6,win,4,5,2,0,1,1,2,1,3,1,1,0,1,0,0,0,8
1051686,8634,home,8,win,3,3,3,2,2,0,1,2,0,1,2,0,1,1,0,1,8
1229284,8455,home,8,win,3,2,5,1,0,0,3,0,0,2,3,1,1,1,0,0,8
1724059,8466,home,8,win,2,6,2,1,1,1,0,1,2,3,0,0,2,0,0,1,8
1732901,9823,home,8,win,4,3,2,2,2,2,0,0,0,3,0,2,0,1,0,1,8
1778069,8633,away,6,win,2,2,6,1,1,0,1,2,0,0,3,1,2,0,0,1,8
1778378,8634,away,8,win,2,3,2,4,2,0,0,1,0,2,2,0,0,1,0,3,8
1990939,9925,home,7,win,5,1,3,2,1,2,2,0,1,0,1,1,1,1,1,0,8
2030491,8634,away,8,win,2,3,3,3,2,0,0,1,0,2,2,0,1,1,0,2,8
490077,8548,home,6,win,1,1,3,6,0,1,0,0,0,1,1,0,2,2,1,3,7
658952,8455,home,5,win,2,3,2,4,0,0,2,0,1,2,2,0,0,3,1,0,7
659136,8455,home,6,win,2,2,4,3,0,1,1,0,1,1,2,1,1,3,0,0,7
659174,8455,home,7,win,2,3,2,4,0,1,1,0,0,3,1,0,1,3,1,0,7
662523,8593,home,7,win,1,1,3,6,1,0,0,0,0,1,1,2,0,2,0,4,7
663737,10192,away,6,win,3,4,2,2,1,2,0,2,0,2,1,0,1,0,0,2,7
674545,9823,home,7,win,3,1,4,3,1,1,1,0,1,0,2,2,0,1,0,2,7
836578,8674,home,6,win,3,3,2,3,1,2,0,0,1,2,0,0,2,1,2,0,7
839954,10260,home,6,win,2,6,1,2,1,1,0,1,4,1,1,0,0,0,1,1,7
856905,10269,home,7,win,4,3,3,1,2,2,0,0,1,2,1,2,0,0,1,0,7
875752,8633,home,7,win,3,1,4,3,1,0,2,0,0,1,3,1,0,0,1,2,7
888428,8600,away,7,win,3,5,0,3,1,0,2,1,1,3,0,0,0,1,2,0,7
1025469,9825,home,6,win,4,2,3,2,2,2,0,0,1,1,1,2,0,0,2,0,7
1028539,8640,home,6,win,3,2,2,4,0,1,2,1,1,0,1,0,1,2,1,1,7
1028615,9791,home,7,win,2,3,2,4,0,1,1,0,2,1,0,1,1,2,0,2,7
1028635,9803,home,7,win,2,5,3,1,1,0,1,1,2,2,2,0,1,1,0,0,7
1029835,9823,home,7,win,4,3,4,0,2,2,0,1,1,1,0,3,1,0,0,0,7
1030302,9823,home,6,win,3,4,3,1,2,1,0,1,1,2,0,2,1,0,0,1,7
1051767,8633,home,6,win,4,2,2,3,2,0,2,0,0,2,1,0,1,0,1,2,7
1051991,8634,away,7,win,5,4,1,1,3,1,1,1,2,1,0,0,1,1,0,0,7
1223090,8640,home,7,win,2,1,3,5,1,0,1,0,1,0,2,0,1,2,0,3,7
1224130,8342,away,6,win,3,2,2,4,3,0,0,0,1,1,0,2,0,1,2,1,7
1229306,9825,home,4,win,4,2,2,3,2,1,1,0,1,1,0,1,1,1,1,1,7
1474337,8456,home,7,win,4,1,4,2,1,2,1,0,0,1,2,0,2,1,0,1,7
1479120,9823,away,7,win,3,1,4,3,3,0,0,0,0,1,0,3,1,2,0,1,7
1505563,8634,home,7,win,2,3,3,3,0,1,1,1,1,1,2,0,1,1,0,2,7
1505918,8633,home,4,win,3,3,4,1,2,0,1,1,1,1,3,0,1,0,0,1,7
1505943,9906,home,7,win,2,3,5,1,0,1,1,2,0,1,2,1,2,0,0,1,7
1506088,8634,home,7,win,3,2,4,2,1,1,1,1,0,1,2,0,2,1,0,1,7
1536559,8636,away,7,win,2,5,1,3,1,1,0,1,0,4,0,1,0,1,0,2,7
1709801,9831,away,5,win,2,7,1,1,0,0,2,1,1,5,0,1,0,0,1,0,7
1717987,8571,away,6,win,3,4,2,2,2,1,0,0,2,2,1,1,0,1,0,1,7
1778410,8633,home,4,win,0,4,5,2,0,0,0,1,0,3,2,0,3,1,0,1,7
1785985,8636,home,7,win,1,2,3,5,0,1,0,1,0,1,1,1,1,3,0,2,7
1786078,9885,home,7,win,1,3,4,3,0,1,0,0,0,3,1,0,3,1,0,2,7
1980065,8342,home,6,win,1,2,4,4,1,0,0,1,1,0,1,2,1,2,0,2,7
1992185,10192,home,7,win,3,3,2,3,0,2,1,0,1,2,0,1,1,2,0,1,7
1992188,9931,away,7,win,6,1,0,4,5,0,1,0,1,0,0,0,0,1,0,3,7
2030431,8633,home,6,win,3,4,3,1,2,0,1,2,0,2,2,0,1,0,0,1,7
2216671,9925,home,7,win,3,0,2,6,1,0,2,0,0,0,0,0,2,2,2,2,7
489086,8456,home,6,win,3,4,2,2,2,1,0,0,1,3,0,1,1,1,0,1,6
499607,9789,home,6,win,5,4,1,1,1,1,3,1,1,2,0,1,0,0,0,1,6
523928,8640,home,4,win,7,2,1,1,4,2,1,1,0,1,0,0,1,0,1,0,6
530103,8634,away,5,win,1,4,4,2,1,0,0,2,0,2,2,0,2,0,0,2,6
530133,8634,home,5,win,1,4,3,3,1,0,0,2,0,2,1,1,1,0,0,3,6
530240,8634,home,6,win,2,2,4,3,1,1,0,0,0,2,2,1,1,0,0,3,6
530499,8633,home,5,win,5,3,3,0,3,1,1,0,0,3,2,1,0,0,0,0,6
530640,8634,away,4,win,2,3,4,2,1,1,0,1,0,2,3,0,1,0,0,2,6
539931,8600,home,4,win,2,2,2,5,0,1,1,1,0,1,0,1,1,3,1,1,6
658576,9825,away,5,win,3,1,4,3,0,3,0,0,1,0,2,1,1,1,0,2,6
658633,8650,home,5,win,2,2,5,2,1,0,1,1,0,1,1,2,2,1,0,1,6
658688,9825,home,4,win,3,2,3,3,0,3,0,0,1,1,2,1,0,1,1,1,6
658893,8548,home,5,win,3,0,3,5,1,2,0,0,0,0,1,0,2,1,2,2,6
662266,10229,away,6,win,3,4,3,1,1,2,0,3,0,1,0,1,2,0,1,0,6
662296,8593,home,6,win,2,2,3,4,1,1,0,0,1,1,2,1,0,2,0,2,6
662483,10229,home,4,win,2,6,1,2,0,1,1,3,0,3,0,0,1,0,2,0,6
662544,10235,home,4,win,1,5,3,2,0,0,1,0,1,4,1,2,0,0,0,2,6
674380,8697,away,6,win,2,3,2,4,0,0,2,0,0,3,0,2,0,1,2,1,6
674571,9904,home,5,win,3,3,1,4,1,1,1,1,1,1,0,0,1,1,1,2,6
684945,8633,home,4,win,3,2,5,1,1,0,2,1,0,1,3,1,1,0,0,1,6
686212,9772,home,5,win,2,3,2,4,1,0,1,0,2,1,2,0,0,1,0,3,6
768216,9930,home,3,win,0,2,6,3,0,0,0,1,0,1,1,5,0,1,1,1,6
830093,8639,home,3,win,1,2,5,3,0,1,0,0,0,2,1,0,4,2,0,1,6
836100,8640,home,6,win,4,1,2,4,0,2,2,1,0,0,0,1,1,1,2,1,6
836488,10228,home,4,win,1,5,3,2,0,1,0,2,2,1,0,1,2,2,0,0,6
836542,10229,home,5,win,2,6,2,1,1,1,0,1,2,3,0,0,2,0,1,0,6
836615,9791,home,5,win,3,3,1,4,1,0,2,0,1,2,0,1,0,3,1,0,6
836662,9791,away,4,win,2,4,1,4,1,0,1,0,2,2,0,1,0,2,1,1,6
836675,10235,home,5,win,1,5,1,4,0,0,1,0,2,3,0,0,1,0,1,3,6
838596,6351,home,6,win,2,2,4,3,2,0,0,2,0,0,2,0,2,2,0,1,6
839800,8455,home,6,win,3,2,3,3,0,0,3,0,0,2,2,0,1,3,0,0,6
839824,9825,home,6,win,1,2,5,3,0,1,0,0,1,1,2,1,2,1,1,1,6
839827,10261,home,6,win,0,5,3,3,0,0,0,1,2,2,0,1,2,0,1,2,6
839833,8455,away,6,win,3,3,2,3,0,0,3,0,0,3,2,0,0,3,0,0,6
840379,8548,home,6,win,1,0,5,5,0,0,1,0,0,0,1,2,2,2,1,2,6
845060,10199,home,4,win,2,4,3,2,1,1,0,0,1,3,0,1,2,1,0,1,6
856885,9788,away,3,win,3,2,2,4,0,1,2,0,1,1,1,0,1,2,1,1,6
856968,10269,home,6,win,6,1,2,2,3,3,0,0,0,1,1,1,0,0,1,1,6
857262,9823,home,6,win,4,3,2,2,1,2,1,2,1,0,0,1,1,0,0,2,6
857283,9790,home,4,win,2,4,2,3,1,1,0,3,0,1,0,0,2,0,1,2,6
859850,7841,away,5,win,1,1,5,4,0,0,1,0,1,0,0,2,3,2,0,2,6
875531,8633,away,4,win,3,2,4,2,1,0,2,0,0,2,3,0,1,0,1,1,6
875592,8633,home,5,win,4,1,3,3,2,0,2,0,0,1,3,0,0,0,1,2,6
875628,8633,home,5,win,3,1,4,3,1,0,2,0,0,1,3,0,1,0,1,2,6
875988,8633,away,3,win,2,2,5,2,0,0,2,1,0,1,3,1,1,0,1,1,6
1019455,9851,away,4,win,2,7,2,0,2,0,0,4,1,2,2,0,0,0,0,0,6
1020167,9847,home,5,win,2,3,4,2,1,0,1,1,1,1,1,2,1,2,0,0,6
1024539,9879,home,6,win,1,4,2,4,0,0,1,1,0,3,1,0,1,1,2,1,6
1024649,8456,away,5,win,5,2,3,1,2,3,0,0,0,2,1,0,2,1,0,0,6
1024807,9925,away,6,win,0,4,3,4,0,0,0,0,0,4,0,2,1,0,1,3,6
1025975,8456,away,5,win,5,2,2,2,2,2,1,0,0,2,0,0,2,1,0,1,6
1026055,8455,home,5,win,4,1,5,1,0,1,3,0,0,1,2,2,1,1,0,0,6
1026946,10243,home,6,win,0,3,5,3,0,0,0,1,0,2,1,3,1,2,0,1,6
1026969,9931,home,6,win,1,5,2,3,0,0,1,3,0,2,0,0,2,1,2,0,6
1028520,8640,home,5,win,3,3,1,4,0,1,2,1,1,1,1,0,0,2,1,1,6
1028585,8674,home,6,win,3,6,1,1,1,2,0,1,1,4,0,0,1,0,1,0,6
1028593,9908,home,2,win,2,5,1,3,2,0,0,2,1,2,1,0,0,1,0,2,6
1028610,8640,home,5,win,2,3,2,4,1,0,1,1,1,1,1,0,1,2,1,1,6
1028622,8611,away,4,win,2,4,4,1,0,2,0,0,2,2,2,1,1,0,1,0,6
1028705,10229,away,6,win,4,3,2,2,2,2,0,2,0,1,1,0,1,0,2,0,6
1028814,8611,away,4,win,3,4,4,0,1,2,0,1,2,1,1,1,2,0,0,0,6
1028937,8593,home,6,win,2,3,2,4,1,1,0,0,0,3,1,0,1,1,1,2,6
1030335,9823,away,6,win,3,4,3,1,2,1,0,1,1,2,0,2,1,0,0,1,6
1030350,9789,away,5,win,5,3,1,2,0,2,3,1,1,1,1,0,0,1,0,1,6
1032758,9991,home,5,win,2,3,2,4,1,0,1,1,0,2,1,1,0,1,1,2,6
1032790,9991,home,4,win,2,4,2,3,2,0,0,1,0,3,1,1,0,1,2,0,6
1032845,9985,home,5,win,3,3,4,1,0,3,0,0,1,2,2,1,1,0,1,0,6
1032869,9991,home,6,win,1,3,2,5,1,0,0,0,0,3,2,0,0,2,2,1,6
1051622,8633,away,6,win,3,2,3,3,1,0,2,0,0,2,3,0,0,0,1,2,6
1051700,8633,home,4,win,3,1,5,2,1,0,2,0,0,1,4,1,0,0,0,2,6
1051813,8633,away,4,win,3,2,3,3,1,0,2,0,0,2,2,0,1,0,0,3,6
1051955,8370,home,6,win,3,1,3,4,2,1,0,1,0,0,1,0,2,2,1,1,6
1082903,9875,home,5,win,5,3,0,3,1,3,1,0,0,3,0,0,0,0,0,3,6
1083341,9875,home,3,win,5,3,2,1,1,3,1,0,0,3,1,1,0,0,0,1,6
1147517,9931,home,3,win,1,6,1,3,1,0,0,2,0,4,0,1,0,0,1,2,6
1216900,9873,home,5,win,3,3,1,4,1,0,2,0,2,1,1,0,0,1,1,2,6
1222683,8593,away,5,win,1,3,1,6,0,1,0,1,1,1,0,0,1,2,0,4,6
1222722,8611,away,4,win,3,4,1,3,2,1,0,0,3,1,0,0,1,1,2,0,6
1222780,8640,away,6,win,1,1,4,5,0,0,1,1,0,0,3,1,0,2,0,3,6
1222833,9791,home,3,win,4,1,3,3,0,2,2,0,1,0,0,1,2,3,0,0,6
1222874,8640,away,5,win,2,1,3,5,1,0,1,0,1,0,2,1,0,2,0,3,6
1223032,8640,away,5,win,1,1,4,5,0,0,1,0,1,0,2,1,1,2,0,3,6
1223294,10229,home,6,win,5,2,4,0,2,2,1,1,1,0,1,2,1,0,0,0,6
1223330,10235,home,6,win,3,4,1,3,2,1,0,2,0,2,0,0,1,1,0,2,6
1224009,9985,away,4,win,3,5,1,2,1,2,0,0,2,3,0,0,1,0,2,0,6
1224095,8635,home,5,win,3,1,4,3,1,0,2,0,0,1,2,2,0,1,0,2,6
1224109,8342,away,4,win,2,1,5,3,2,0,0,0,0,1,3,2,0,1,2,0,6
1224127,9985,home,5,win,2,4,3,2,1,1,0,0,2,2,1,0,2,0,2,0,6
1224162,9994,away,4,win,1,5,3,2,0,0,1,3,1,1,1,1,1,0,1,1,6
1227791,10192,home,4,win,2,5,1,3,0,2,0,3,1,1,1,0,0,2,0,1,6
1228325,9825,home,5,win,4,1,1,5,2,1,1,0,1,0,1,0,0,2,2,1,6
1229472,10252,home,5,win,5,1,2,3,2,1,2,0,1,0,1,1,0,1,1,1,6
1229477,8650,away,6,win,1,1,4,5,0,0,1,1,0,0,0,3,1,3,0,2,6
1230373,9925,home,4,win,1,3,4,3,0,1,0,0,0,3,1,2,1,0,1,2,6
1239485,9823,home,5,win,4,2,3,2,2,2,0,0,1,1,0,2,1,1,1,0,6
1239669,9823,home,5,win,3,2,3,3,2,1,0,1,1,0,1,2,0,0,2,1,6
1239720,9789,away,5,win,4,3,1,3,0,2,2,1,1,1,0,1,0,2,0,1,6
1239729,9823,away,5,win,4,2,3,2,3,1,0,1,0,1,0,3,0,0,1,1,6
1256465,9772,home,5,win,3,4,0,4,0,3,0,1,0,3,0,0,0,1,1,2,6
1260045,8634,home,5,win,5,2,3,1,3,0,2,0,1,1,1,1,1,0,0,1,6
1260047,10281,home,5,win,2,5,2,2,1,0,1,0,1,4,1,0,1,0,0,2,6
1260242,9906,home,6,win,1,3,3,4,0,1,0,2,0,1,1,0,2,0,1,3,6
1260247,8633,home,4,win,3,2,4,2,0,0,3,0,1,1,1,2,1,0,1,1,6
1287085,9885,away,5,win,2,0,4,5,0,1,1,0,0,0,3,0,1,2,0,3,6
1287183,9882,home,6,win,1,4,2,4,1,0,0,0,1,3,0,2,0,1,2,1,6
1287308,8543,home,6,win,1,3,2,5,0,1,0,0,1,2,1,0,1,2,2,1,6
1467882,1957,home,6,win,1,4,4,2,0,0,1,0,1,3,0,2,2,2,0,0,6
1467939,2182,home,5,win,1,2,4,4,0,1,0,0,1,1,1,2,1,2,1,1,6
1467987,2182,away,5,win,1,4,3,3,0,1,0,1,2,1,0,2,1,1,2,0,6
1468000,8027,home,6,win,4,2,1,4,2,0,2,1,0,1,0,1,0,3,0,1,6
1468530,9830,away,4,win,4,3,3,1,0,1,3,1,0,2,2,0,1,1,0,0,6
1473049,8611,home,6,win,0,4,2,5,0,0,0,1,2,1,0,1,1,0,3,2,6
1473086,8593,home,6,win,2,1,3,5,1,1,0,0,0,1,2,1,0,2,1,2,6
1473112,6413,home,5,win,2,4,2,3,1,1,0,0,2,2,2,0,0,1,1,1,6
1473161,8277,away,4,win,0,4,4,3,0,0,0,1,1,2,1,2,1,0,0,3,6
1474399,8456,home,6,win,4,2,3,2,1,2,1,0,1,1,2,0,1,1,0,1,6
1474553,8456,home,3,win,4,1,4,2,1,2,1,0,0,1,2,0,2,1,0,1,6
1474652,8667,home,6,win,1,3,4,3,1,0,0,1,1,1,1,2,1,0,1,2,6
1475028,8650,away,3,win,3,1,3,4,0,1,2,0,0,1,0,2,1,3,0,1,6
1475029,8455,home,6,win,3,3,5,0,0,1,2,0,1,2,2,2,1,0,0,0,6
1478950,8177,home,5,win,0,3,3,5,0,0,0,2,1,0,2,0,1,2,0,3,6
1479020,10269,home,4,win,5,5,1,0,1,3,1,1,0,4,0,1,0,0,0,0,6
1479026,9789,home,4,win,4,1,2,4,0,2,2,1,0,0,1,1,0,2,0,2,6
1479080,9789,home,5,win,4,1,2,4,0,2,2,1,0,0,1,1,0,2,0,2,6
1479196,8226,home,4,win,3,4,2,2,1,1,1,0,0,4,1,1,0,0,2,0,6
1479206,9823,away,5,win,2,2,4,3,2,0,0,0,1,1,0,3,1,0,2,1,6
1505997,8315,home,5,win,3,5,0,3,0,1,2,0,1,4,0,0,0,2,0,1,6
1506050,8634,home,6,win,3,3,4,1,1,1,1,1,1,1,3,0,1,0,0,1,6
1686214,9925,home,6,win,2,4,4,1,0,2,0,1,0,3,1,1,2,0,1,0,6
1709714,9851,home,4,win,3,4,2,2,0,3,0,3,1,0,0,2,0,2,0,0,6
1709976,8592,away,5,win,4,3,3,1,3,0,1,2,0,1,0,2,1,0,1,0,6
1710032,9847,home,5,win,1,1,7,2,1,0,0,0,1,0,3,2,2,1,0,1,6
1710053,9847,home,6,win,1,1,6,3,1,0,0,0,1,0,1,2,3,1,1,1,6
1712404,8640,home,5,win,2,5,3,1,0,0,2,1,3,1,0,1,2,0,0,1,6
1712448,8277,away,4,win,0,5,2,4,0,0,0,0,2,3,1,1,0,1,0,3,6
1712457,8277,home,5,win,0,5,2,4,0,0,0,0,2,3,1,1,0,1,0,3,6
1712458,9791,home,5,win,4,2,3,2,1,2,1,0,2,0,2,0,1,1,1,0,6
1712598,9908,home,5,win,3,4,2,2,2,0,1,1,0,3,1,1,0,1,1,0,6
1712620,6413,home,5,win,3,1,4,3,0,2,1,0,1,0,1,0,3,1,1,1,6
1712627,9908,home,4,win,3,4,3,1,2,1,0,1,0,3,1,2,0,0,1,0,6
1717879,10001,home,5,win,3,2,3,3,0,1,2,0,0,2,2,1,0,3,0,0,6
1717972,9986,home,6,win,2,2,3,4,1,0,1,1,0,1,0,1,2,3,0,1,6
1717983,8342,away,6,win,2,5,2,2,1,0,1,4,1,0,1,1,0,1,0,1,6
1718030,8571,home,6,win,3,4,2,2,2,1,0,0,2,2,1,1,0,1,1,0,6
1724004,8455,away,3,win,5,1,4,1,1,2,2,0,0,1,2,1,1,0,1,0,6
1724339,8456,home,6,win,3,1,4,3,1,1,1,0,1,0,1,0,3,2,0,1,6
1724346,8466,home,5,win,3,4,3,1,2,1,0,1,1,2,0,0,3,0,0,1,6
1724361,10194,home,5,win,6,1,2,2,2,1,3,1,0,0,0,1,1,1,1,0,6
1726032,9925,home,5,win,1,3,5,2,0,1,0,1,0,2,1,2,2,1,1,0,6
1726128,9938,home,4,win,2,4,2,3,1,1,0,0,1,3,1,1,0,0,1,2,6
1732778,9823,home,6,win,3,2,3,3,1,1,1,0,1,1,0,3,0,1,1,1,6
1732918,9823,away,6,win,4,3,3,1,2,1,1,0,0,3,0,3,0,0,0,1,6
1750679,9772,home,6,win,3,2,0,6,2,1,0,1,0,1,0,0,0,2,2,2,6
1775121,9931,home,6,win,5,1,1,4,3,0,2,1,0,0,0,0,1,1,1,2,6
1775150,10199,away,4,win,4,2,4,1,2,2,0,0,0,2,0,0,4,0,0,1,6
1775167,10179,home,4,win,1,3,6,1,1,0,0,1,1,1,1,1,4,0,0,1,6
1778093,8634,home,6,win,1,5,2,3,1,0,0,1,2,2,1,1,0,1,0,2,6
1778231,8634,away,6,win,4,1,1,5,3,1,0,0,0,1,0,0,1,1,0,4,6
1778292,8634,home,5,win,3,2,2,4,2,1,0,0,1,1,2,0,0,1,0,3,6
1778342,9910,home,5,win,4,3,0,4,1,2,1,0,1,2,0,0,0,1,2,1,6
1786049,9875,home,4,win,3,0,2,6,0,1,2,0,0,0,1,1,0,2,1,3,6
1980026,9987,home,5,win,2,6,1,2,0,1,1,0,0,6,0,1,0,2,0,0,6
1980032,8342,home,6,win,3,2,5,1,2,1,0,1,1,0,2,3,0,1,0,0,6
1983294,9791,away,5,win,4,0,5,2,2,1,1,0,0,0,2,2,1,1,1,0,6
1983311,8640,away,6,win,0,2,6,3,0,0,0,0,1,1,0,3,3,1,1,1,6
1983366,8640,away,3,win,0,3,6,2,0,0,0,0,2,1,0,3,3,0,1,1,6
1983471,10229,away,3,win,2,2,0,7,1,1,0,2,0,0,0,0,0,3,2,2,6
1983564,8640,home,4,win,2,2,5,2,1,0,1,1,1,0,0,2,3,1,1,0,6
1988786,8456,home,5,win,3,2,3,3,1,1,1,0,1,1,1,0,2,1,0,2,6
1988794,10261,home,4,win,3,4,2,2,0,3,0,1,2,1,1,1,0,0,1,1,6
1988812,8668,home,4,win,1,6,1,3,0,0,1,0,2,4,1,0,0,1,1,1,6
1988961,8650,away,6,win,2,2,3,4,1,1,0,1,0,1,0,1,2,2,1,1,6
1989803,8592,home,6,win,4,3,2,2,3,0,1,1,0,2,1,1,0,1,1,0,6
1989844,9831,home,5,win,2,7,1,1,1,0,1,1,2,4,1,0,0,0,1,0,6
1990067,9847,home,6,win,4,0,3,4,1,3,0,0,0,0,1,1,1,0,1,3,6
1990097,9748,home,5,win,1,4,3,3,1,0,0,0,2,2,2,0,1,1,2,0,6
1990885,9925,home,6,win,3,3,3,2,0,1,2,1,1,1,1,1,1,0,2,0,6
1990976,9860,home,6,win,0,3,6,2,0,0,0,0,1,2,5,1,0,0,1,1,6
1992177,10179,away,6,win,1,3,3,4,1,0,0,1,2,0,1,0,2,2,1,1,6
1994679,10265,away,6,win,2,2,4,3,2,0,0,0,0,2,3,0,1,2,1,0,6
2002119,9810,home,4,win,3,2,4,2,0,1,2,1,0,1,0,0,4,0,1,1,6
2002203,8721,home,6,win,1,1,4,5,0,1,0,0,0,1,0,3,1,3,1,1,6
2002437,8697,home,4,win,4,3,1,3,0,2,2,1,0,2,0,0,1,0,2,1,6
2015919,6403,home,6,win,3,1,3,4,0,2,1,1,0,0,1,1,1,2,0,2,6
2015946,9772,home,6,win,4,1,4,2,2,2,0,1,0,0,1,3,0,0,2,0,6
2015948,9768,away,6,win,2,4,3,2,1,1,0,1,1,2,0,1,2,1,0,1,6
2030108,8633,away,6,win,3,3,4,1,1,0,2,1,0,2,2,1,1,0,0,1,6
2030351,8634,home,6,win,3,3,1,4,2,1,0,1,0,2,1,0,0,1,0,3,6
2030374,8633,home,6,win,3,1,6,1,1,0,2,1,0,0,3,1,2,0,0,1,6
2030389,8634,home,5,win,2,2,2,5,2,0,0,1,0,1,2,0,0,1,0,4,6
2060555,9875,home,6,win,3,0,4,4,0,1,2,0,0,0,1,2,1,1,0,3,6
489070,8528,away,5,win,5,1,3,2,2,3,0,0,1,0,2,0,1,0,1,1,5
489116,8455,away,5,win,3,1,3,4,0,2,1,0,0,1,1,2,0,4,0,0,5
489151,8455,home,5,win,2,2,4,3,0,0,2,0,1,1,2,2,0,3,0,0,5
489162,10260,home,5,win,1,2,3,5,0,1,0,0,1,1,2,0,1,0,1,4,5
489228,8456,home,4,win,3,2,3,3,2,1,0,0,1,1,0,2,1,1,1,1,5
489237,8650,away,4,win,2,1,4,4,0,0,2,1,0,0,1,1,2,2,1,1,5
489266,10260,away,5,win,2,3,1,5,0,1,1,0,2,1,1,0,0,0,1,4,5
489333,8650,home,5,win,3,2,2,4,1,0,2,1,0,1,0,1,1,2,1,1,5
489373,10260,home,3,win,1,5,1,4,0,1,0,1,4,0,1,0,0,0,1,3,5
490041,8548,home,5,win,3,1,3,4,1,2,0,0,0,1,1,0,2,0,2,2,5
499336,8178,home,3,win,0,1,2,8,0,0,0,0,0,1,0,1,1,2,2,4,5
499353,8697,away,3,win,1,3,1,6,0,0,1,0,1,2,0,1,0,0,4,2,5
499364,8697,home,1,win,3,1,2,5,0,0,3,0,0,1,0,2,0,0,4,1,5
499515,9823,home,4,win,3,2,2,4,0,1,2,1,1,0,2,0,0,3,0,1,5
499545,8721,home,4,win,3,4,2,2,2,1,0,1,1,2,1,1,0,2,0,0,5
499605,8178,home,5,win,1,1,3,6,0,0,1,0,0,1,0,1,2,2,1,3,5
499616,8721,home,4,win,3,3,3,2,2,1,0,2,0,1,1,1,1,2,0,0,5
523886,10228,home,4,win,1,4,1,5,0,0,1,1,1,2,0,0,1,1,4,0,5
523918,10235,home,4,win,2,6,2,1,0,0,2,0,1,5,1,0,1,0,0,1,5
530219,8634,home,5,win,2,3,4,2,1,1,0,1,0,2,3,0,1,0,0,2,5
530362,8371,home,3,win,3,1,4,3,0,2,1,0,0,1,0,2,2,1,1,1,5
530450,8634,home,5,win,2,3,4,2,1,1,0,1,0,2,2,0,2,0,0,2,5
530563,9783,home,2,win,5,3,3,0,3,2,0,0,1,2,2,1,0,0,0,0,5
530572,8633,away,3,win,3,4,2,2,2,1,0,0,1,3,2,0,0,1,0,1,5
530616,8696,home,4,win,2,2,1,6,1,0,1,2,0,0,0,1,0,2,3,1,5
539653,8529,home,4,win,4,0,5,2,0,4,0,0,0,0,3,1,1,0,0,2,5
539709,9857,home,3,win,3,4,2,2,1,2,0,3,1,0,0,2,0,1,1,0,5
539717,8564,home,4,win,2,3,5,1,2,0,0,1,0,2,3,1,1,0,0,1,5
539831,8540,home,3,win,4,2,3,2,3,0,1,0,0,2,1,1,1,0,1,1,5
539833,8564,away,4,win,1,4,5,1,0,1,0,1,0,3,3,1,1,1,0,0,5
589891,10243,away,2,win,0,4,4,3,0,0,0,2,1,1,2,1,1,1,0,2,5
653992,9873,away,3,win,3,2,1,5,1,0,2,0,0,2,0,1,0,0,2,3,5
654353,9855,home,5,win,0,3,5,3,0,0,0,2,0,1,2,2,1,0,1,2,5
654360,8592,home,4,win,3,1,5,2,3,0,0,0,0,1,2,0,3,1,1,0,5
654519,8481,home,4,win,0,7,1,3,0,0,0,2,1,4,1,0,0,1,0,2,5
658588,8586,away,4,win,4,2,2,3,2,1,1,2,0,0,0,1,1,0,1,2,5
658602,10260,away,5,win,2,3,2,4,1,1,0,0,3,0,1,0,1,0,1,3,5
658672,8472,home,3,win,4,1,2,4,1,2,1,0,1,0,0,0,2,0,2,2,5
658700,8455,home,5,win,2,4,2,3,0,0,2,0,1,3,2,0,0,2,1,0,5
658726,10252,home,4,win,2,2,6,1,0,0,2,2,0,0,2,3,1,0,1,0,5
658800,8654,home,2,win,3,3,3,2,0,1,2,0,2,1,1,0,2,0,2,0,5
658902,8467,home,4,win,3,3,2,3,1,1,1,1,0,2,1,0,1,1,2,0,5
658935,10260,home,5,win,2,4,1,4,0,2,0,1,1,2,1,0,0,0,2,2,5
658976,10260,home,5,win,2,3,2,4,0,2,0,0,3,0,1,0,1,0,1,3,5
658983,10251,home,4,win,1,4,3,3,0,1,0,0,0,4,0,0,3,2,0,1,5
659087,10252,home,3,win,1,3,6,1,0,0,1,3,0,0,1,3,2,0,1,0,5
659101,8455,away,5,win,2,1,6,2,0,1,1,0,0,1,3,2,1,2,0,0,5
