match_api_id,team_api_id,team_type,spread,status,fire,water,earth,air,Aries,Leo,Sagittarius,Cancer,Scopio,Pisces,Taurus,Virgo,Capricorn,Gemini,Libra,Aquarius,TeamGoal
1083400,8529,home,1,win,1,3,5,2,0,1,0,1,0,2,3,0,2,1,0,1,2
1147447,9931,away,2,win,1,4,3,3,0,0,1,2,0,2,0,1,2,0,2,1,2
1147451,10243,home,2,win,3,4,2,2,0,3,0,1,2,1,0,1,1,1,0,1,2
1147457,10199,home,2,win,3,2,5,1,1,2,0,0,0,2,1,1,3,1,0,0,2
1147467,9931,away,2,win,1,5,1,4,0,0,1,3,0,2,0,1,0,1,2,1,2
1147470,9777,home,1,win,4,1,1,5,2,1,1,0,1,0,0,0,1,0,1,4,2
1147472,9956,home,2,win,4,2,2,3,1,2,1,0,1,1,2,0,0,0,1,2,2
1147476,10191,home,2,win,4,3,0,4,1,3,0,0,2,1,0,0,0,0,2,2,2
1147482,10179,away,2,win,1,4,2,4,1,0,0,0,3,1,1,0,1,2,2,0,2
1147483,10191,away,1,lose,3,1,2,5,2,1,0,0,1,0,0,1,1,0,2,3,2
1147488,10179,home,1,win,1,3,3,4,1,0,0,0,3,0,1,0,2,2,2,0,2
1147491,10191,away,2,win,3,2,2,4,2,1,0,0,2,0,0,1,1,0,2,2,2
1147501,10243,home,2,win,3,1,6,1,0,3,0,0,0,1,3,2,1,0,0,1,2
1147504,9777,home,1,win,3,4,1,3,1,1,1,0,2,2,0,0,1,0,1,2,2
1147509,9931,home,1,win,3,2,3,3,1,0,2,2,0,0,0,2,1,0,1,2,2
1147518,7730,home,1,lose,0,3,3,5,0,0,0,1,0,2,1,2,0,1,1,3,2
1147525,9777,home,1,win,3,4,2,2,1,1,1,0,2,2,0,0,2,0,0,2,2
1147527,10192,away,1,win,2,5,3,1,0,2,0,1,2,2,3,0,0,1,0,0,2
1147528,7730,home,1,win,2,2,2,5,1,1,0,1,0,1,0,2,0,1,2,2,2
1147531,10191,away,2,lose,3,4,1,3,1,2,0,1,1,2,0,0,1,0,1,2,2
1189714,9938,away,2,win,6,1,2,2,3,1,2,0,0,1,0,1,1,1,0,1,2
1189718,8485,away,2,win,5,3,2,1,2,2,1,0,1,2,1,0,1,0,1,0,2
1189729,10251,away,1,win,2,3,6,0,0,1,1,1,1,1,1,1,4,0,0,0,2
1189731,9800,away,2,win,4,2,3,2,1,2,1,0,2,0,1,0,2,0,2,0,2
1189737,9860,home,2,win,3,6,2,0,0,3,0,1,2,3,1,0,1,0,0,0,2
1189740,8597,away,1,win,1,4,3,3,1,0,0,0,1,3,0,1,2,0,0,3,2
1189741,8066,home,2,win,2,5,2,2,0,2,0,2,1,2,0,1,1,1,1,0,2
1189743,9938,away,2,win,6,2,3,0,3,1,2,0,1,1,0,0,3,0,0,0,2
1216804,4087,away,1,lose,3,1,5,2,2,1,0,1,0,0,2,1,2,1,1,0,2
1216810,8639,away,1,win,3,2,3,3,1,2,0,0,0,2,1,0,2,2,0,1,2
1216811,9874,away,1,lose,2,7,1,1,0,1,1,2,1,4,0,0,1,1,0,0,2
1216822,7794,home,1,win,5,1,1,4,4,1,0,1,0,0,0,0,1,1,0,3,2
1216826,8689,home,1,win,4,1,3,3,3,1,0,0,1,0,0,1,2,1,0,2,2
1216828,8592,home,2,win,6,1,2,2,3,0,3,0,0,1,1,1,0,0,1,1,2
1216829,9941,home,1,win,5,2,1,3,0,5,0,2,0,0,1,0,0,1,1,1,2
1216837,7794,home,1,lose,5,1,2,3,3,1,1,1,0,0,0,1,1,1,1,1,2
1216841,8576,home,2,win,2,3,5,1,0,2,0,2,0,1,1,3,1,0,1,0,2
1216844,8521,home,1,win,2,5,2,2,0,1,1,0,0,5,1,1,0,1,1,0,2
1216846,9873,home,1,lose,1,3,0,7,1,0,0,0,2,1,0,0,0,1,1,5,2
1216850,9847,away,1,win,1,2,4,4,1,0,0,0,2,0,1,2,1,2,1,1,2
1216852,9748,home,2,win,3,5,3,0,0,2,1,1,1,3,0,1,2,0,0,0,2
1216854,8521,home,2,lose,2,5,3,1,0,1,1,0,0,5,1,1,1,1,0,0,2
1216855,9847,home,2,win,1,2,4,4,1,0,0,0,2,0,1,2,1,2,1,1,2
1216857,8689,away,1,win,4,0,5,2,3,1,0,0,0,0,0,2,3,1,0,1,2
1216863,8521,home,1,win,2,5,3,1,0,1,1,1,0,4,2,1,0,1,0,0,2
1216867,9837,home,2,win,0,4,2,5,0,0,0,1,0,3,1,0,1,3,1,1,2
1216873,9827,away,2,win,1,4,5,1,1,0,0,0,1,3,2,0,3,1,0,0,2
1216874,10249,away,2,win,2,3,3,3,1,0,1,0,0,3,1,1,1,1,0,2,2
1216876,9847,home,2,win,1,2,4,4,1,0,0,0,2,0,1,2,1,2,1,1,2
1216877,9851,home,2,win,2,6,1,2,1,1,0,4,1,1,1,0,0,2,0,0,2
1216879,9941,away,2,win,6,1,2,2,0,5,1,1,0,0,1,0,1,0,1,1,2
1216881,10242,home,1,lose,1,4,5,1,0,1,0,1,2,1,2,1,2,1,0,0,2
1216883,8639,home,2,win,1,3,3,4,0,1,0,1,1,1,1,0,2,1,1,2,2
1216885,10249,away,1,lose,4,2,2,3,3,1,0,0,0,2,1,0,1,1,0,2,2
1216898,9851,home,1,win,2,6,2,1,2,0,0,4,1,1,0,1,1,1,0,0,2
1216902,8639,home,1,win,3,3,3,2,1,2,0,2,0,1,1,0,2,1,0,1,2
1216907,9853,home,2,win,3,1,2,5,1,1,1,0,0,1,0,2,0,2,2,1,2
1216908,9874,home,1,win,1,4,3,3,0,1,0,1,1,2,0,1,2,2,0,1,2
1216911,8592,away,2,win,5,2,2,2,4,0,1,1,0,1,1,0,1,0,1,1,2
1216913,8521,home,2,win,1,5,4,1,0,1,0,1,0,4,2,1,1,1,0,0,2
1216914,8639,away,2,win,3,2,4,2,1,2,0,1,0,1,1,0,3,1,0,1,2
1216915,7794,home,3,lose,3,0,1,7,3,0,0,0,0,0,0,0,1,2,1,4,2
1216916,9831,home,1,win,1,2,4,4,1,0,0,1,1,0,1,3,0,0,3,1,2
1216917,9853,away,1,win,5,1,2,3,2,1,2,0,0,1,0,2,0,1,1,1,2
1216921,7794,away,1,lose,2,0,2,7,2,0,0,0,0,0,0,1,1,2,1,4,2
1216926,4087,away,1,win,3,2,5,1,2,1,0,1,0,1,2,0,3,1,0,0,2
1216927,9853,home,2,win,4,0,2,5,2,1,1,0,0,0,0,2,0,2,2,1,2
1216929,9941,away,2,lose,6,1,2,2,0,6,0,1,0,0,2,0,0,0,1,1,2
1216934,8689,home,2,win,6,1,2,2,4,2,0,1,0,0,0,1,1,1,0,1,2
1216937,9851,away,1,win,2,6,1,2,2,0,0,3,1,2,1,0,0,2,0,0,2
1216941,7794,home,1,win,3,2,2,4,2,0,1,1,0,1,0,2,0,0,1,3,2
1216953,8592,away,1,win,5,1,4,1,4,0,1,0,0,1,1,2,1,0,1,0,2
1216958,9831,home,1,win,1,3,4,3,1,0,0,1,1,1,1,3,0,0,3,0,2
1216959,10242,away,1,lose,2,4,3,2,2,0,0,1,2,1,1,0,2,0,0,2,2
1216971,8576,home,2,win,2,4,3,2,0,2,0,1,1,2,1,2,0,1,1,0,2
1216972,8592,away,1,win,5,2,3,1,3,0,2,1,0,1,0,2,1,0,1,0,2
1216974,10249,away,1,win,2,3,4,2,1,1,0,0,0,3,1,1,2,1,0,1,2
1216975,4087,home,2,win,4,2,4,1,3,1,0,0,0,2,2,0,2,0,1,0,2
1216976,8639,home,2,win,3,4,2,2,1,2,0,2,0,2,0,0,2,1,0,1,2
1216977,8689,home,2,win,3,2,3,3,3,0,0,1,0,1,0,1,2,1,1,1,2
1216983,4087,home,1,lose,4,2,4,1,3,1,0,0,0,2,2,0,2,0,1,0,2
1216985,9851,home,2,win,3,5,1,2,2,1,0,3,1,1,0,0,1,1,0,1,2
1216986,8689,away,2,win,4,0,4,3,3,1,0,0,0,0,0,2,2,1,1,1,2
1216987,8521,away,1,win,1,5,3,2,0,1,0,1,0,4,2,1,0,2,0,0,2
1216989,8576,home,1,lose,1,4,4,2,0,1,0,1,1,2,1,2,1,1,1,0,2
1216991,8576,away,2,lose,2,3,4,2,0,2,0,2,0,1,1,3,0,1,1,0,2
1216992,8481,home,2,lose,4,4,1,2,2,1,1,1,2,1,0,1,0,0,0,2,2
1216999,9941,home,2,win,6,2,2,1,0,6,0,2,0,0,1,0,1,0,1,0,2
1217000,9873,home,1,win,2,3,1,5,1,0,1,1,1,1,1,0,0,0,2,3,2
1217001,8521,away,2,win,3,1,6,1,0,2,1,0,0,1,3,2,1,1,0,0,2
1217002,10249,home,2,win,2,1,4,4,2,0,0,0,0,1,1,1,2,3,0,1,2
1217006,7794,away,1,win,3,1,3,4,2,0,1,1,0,0,1,2,0,1,0,3,2
1217007,9827,away,2,win,4,2,4,1,2,1,1,0,0,2,1,0,3,1,0,0,2
1217010,9748,away,1,win,2,6,3,0,0,2,0,1,2,3,1,1,1,0,0,0,2
1217012,9851,away,2,win,2,6,1,2,1,1,0,4,1,1,0,0,1,2,0,0,2
1217015,9831,away,2,win,1,4,3,3,1,0,0,2,1,1,1,2,0,0,3,0,2
1217016,10242,home,1,lose,4,3,3,1,3,1,0,1,1,1,1,0,2,0,0,1,2
1217018,10249,home,1,lose,3,1,4,3,2,1,0,0,0,1,1,1,2,1,0,2,2
1217022,10249,home,2,win,3,1,3,4,3,0,0,0,0,1,0,1,2,2,1,1,2
1217029,10242,home,1,win,3,3,3,2,2,1,0,1,1,1,1,0,2,0,0,2,2
1217030,9748,away,2,win,1,5,4,1,0,1,0,1,2,2,2,1,1,1,0,0,2
1217033,9827,home,2,win,3,4,4,0,2,0,1,0,2,2,1,0,3,0,0,0,2
1217034,9831,away,2,win,1,3,3,4,1,0,0,2,1,0,1,2,0,0,3,1,2
1217039,9853,away,1,win,3,2,2,4,1,1,1,1,0,1,0,2,0,2,1,1,2
1217044,9837,away,1,win,1,3,2,5,0,0,1,0,0,3,1,1,0,2,1,2,2
1217047,9851,home,2,win,2,6,1,2,2,0,0,4,1,1,0,0,1,2,0,0,2
1217050,9873,home,1,win,1,3,0,7,0,0,1,1,1,1,0,0,0,0,2,5,2
1217054,8639,home,2,win,2,3,2,4,1,1,0,2,1,0,0,0,2,2,1,1,2
1217059,9847,home,1,lose,1,1,4,5,1,0,0,0,1,0,1,2,1,2,1,2,2
1217062,8521,away,2,win,2,6,1,2,0,2,0,3,0,3,1,0,0,2,0,0,2
1217066,9831,home,2,win,1,4,3,3,1,0,0,3,0,1,1,2,0,0,3,0,2
1217067,9847,home,2,win,3,2,3,3,1,2,0,0,2,0,1,1,1,2,1,0,2
1217073,8639,home,1,win,2,4,2,3,1,1,0,3,1,0,0,0,2,2,0,1,2
1217075,8592,home,1,win,6,1,3,1,3,0,3,1,0,0,0,2,1,0,1,0,2
1217076,10249,home,2,win,3,1,3,4,2,1,0,0,0,1,0,1,2,2,1,1,2
1217079,8481,away,1,win,2,3,4,2,1,1,0,0,1,2,2,2,0,0,0,2,2
1217086,9831,home,2,win,0,4,3,4,0,0,0,2,1,1,1,2,0,1,2,1,2
1217087,9847,home,1,win,2,1,4,4,1,1,0,0,1,0,1,2,1,1,1,2,2
1217089,9837,home,2,lose,1,4,2,4,1,0,0,1,0,3,0,1,1,2,1,1,2
1217101,8576,away,1,lose,2,3,4,2,0,2,0,2,0,1,0,2,2,0,2,0,2
1217103,8639,away,1,win,2,4,1,4,1,1,0,2,2,0,0,0,1,2,1,1,2
1217105,9874,away,1,win,3,4,2,2,2,0,1,1,1,2,0,0,2,2,0,0,2
1217108,8481,away,2,win,2,4,3,2,1,1,0,0,2,2,1,2,0,0,0,2,2
1217117,9847,away,2,win,2,1,5,3,2,0,0,0,1,0,2,2,1,0,1,2,2
1217122,10249,home,2,lose,2,3,3,3,1,1,0,0,0,3,0,1,2,1,1,1,2
1217123,9837,away,2,win,0,4,1,6,0,0,0,1,0,3,0,1,0,3,2,1,2
1217131,8639,away,1,win,2,3,2,4,1,1,0,2,1,0,0,0,2,2,1,1,2
1217133,9748,away,1,win,2,5,4,0,0,1,1,1,1,3,2,0,2,0,0,0,2
1217137,10242,away,1,win,2,3,4,2,1,1,0,1,1,1,1,0,3,1,0,1,2
1217138,8576,home,2,lose,2,3,5,1,0,2,0,2,0,1,0,3,2,0,1,0,2
1217141,8576,home,1,win,1,3,5,2,0,1,0,2,0,1,0,4,1,0,1,1,2
1217144,9851,away,2,win,4,2,3,2,2,1,1,2,0,0,2,0,1,2,0,0,2
1217151,8592,home,1,win,5,2,3,1,4,0,1,1,0,1,0,2,1,0,1,0,2
1217152,10249,home,1,win,2,2,3,4,1,1,0,0,0,2,0,1,2,3,0,1,2
1217159,8639,home,2,lose,2,4,2,3,1,1,0,2,1,1,0,0,2,2,1,0,2
1217164,9874,away,2,win,3,3,2,3,2,1,0,1,1,1,0,0,2,1,1,1,2
1217169,8592,home,1,win,6,2,2,1,4,0,2,1,0,1,0,1,1,0,1,0,2
1217173,7794,away,1,win,3,0,4,4,2,0,1,0,0,0,1,2,1,1,1,2,2
1217178,9853,home,2,win,3,2,1,5,1,1,1,0,1,1,0,1,0,2,2,1,2
1217179,9941,away,1,win,5,2,2,2,1,4,0,1,0,1,0,0,2,0,1,1,2
1217181,9831,away,2,win,0,4,4,3,0,0,0,2,0,2,1,3,0,0,3,0,2
1217184,8481,away,1,win,2,5,3,1,0,2,0,0,3,2,1,2,0,0,0,1,2
1217187,9748,home,2,win,1,3,5,2,0,0,1,1,1,1,2,1,2,1,1,0,2
1217189,9941,home,2,win,6,0,2,3,1,4,1,0,0,0,0,0,2,0,2,1,2
1217190,9873,home,1,win,1,4,1,5,1,0,0,0,3,1,1,0,0,0,1,4,2
1218928,8673,away,1,win,0,5,5,1,0,0,0,2,3,0,1,3,1,1,0,0,2
1219267,8033,away,2,win,2,3,2,4,0,1,1,1,1,1,1,0,1,2,0,2,2
1222669,8640,home,1,lose,2,1,4,4,1,0,1,0,1,0,2,1,1,2,0,2,2
1222675,8464,away,2,win,3,4,1,3,1,1,1,0,1,3,0,1,0,2,0,1,2
1222688,9839,away,2,lose,2,5,3,1,2,0,0,0,3,2,1,2,0,0,0,1,2
1222689,10235,away,1,win,1,4,2,4,1,0,0,1,0,3,1,1,0,2,0,2,2
1222692,8277,away,2,win,3,3,3,2,0,0,3,1,1,1,1,2,0,1,0,1,2
1222720,8593,home,2,win,0,4,1,6,0,0,0,1,0,3,0,0,1,2,2,2,2
1222722,8525,away,4,lose,5,4,2,0,1,4,0,1,2,1,1,1,0,0,0,0,2
1222732,10235,home,2,win,2,3,3,3,2,0,0,2,0,1,1,2,0,1,1,1,2
1222740,9791,home,1,win,3,2,2,4,1,1,1,0,1,1,1,1,0,4,0,0,2
1222751,8674,away,1,win,3,3,2,3,1,2,0,1,0,2,0,1,1,1,1,1,2
1222761,9761,home,1,win,1,3,5,2,0,1,0,1,2,0,0,2,3,0,1,1,2
1222765,10228,home,2,win,3,4,2,2,3,0,0,1,0,3,1,1,0,0,0,2,2
1222767,8277,away,1,win,3,3,3,2,0,1,2,1,1,1,2,1,0,1,0,1,2
1222779,9803,home,1,lose,3,3,4,1,0,0,3,0,2,1,1,1,2,1,0,0,2
1222804,8525,home,1,lose,4,4,3,0,0,4,0,2,1,1,2,1,0,0,0,0,2
1222805,8464,away,2,win,2,3,2,4,1,1,0,0,1,2,2,0,0,2,1,1,2
1222808,9908,away,1,win,3,2,2,4,1,1,1,1,0,1,1,0,1,2,1,1,2
1222810,6413,away,1,win,1,3,4,3,1,0,0,0,2,1,2,1,1,0,2,1,2
1222813,9839,away,1,lose,3,5,2,1,3,0,0,0,3,2,1,1,0,0,0,1,2
1222820,10217,home,2,win,2,3,4,2,1,1,0,0,3,0,1,1,2,1,1,0,2
1222831,8640,away,1,win,2,2,2,5,1,0,1,0,2,0,2,0,0,2,0,3,2
1222836,10229,away,1,win,4,4,2,1,2,2,0,1,3,0,1,0,1,1,0,0,2
1222843,8277,away,2,win,3,4,2,2,0,1,2,1,1,2,1,1,0,1,0,1,2
1222847,9839,away,1,win,1,4,2,4,1,0,0,0,3,1,2,0,0,1,1,2,2
1222851,8464,away,1,win,3,3,3,2,1,1,1,0,1,2,2,1,0,2,0,0,2
1222852,10228,home,1,win,2,4,2,3,2,0,0,1,0,3,1,1,0,1,0,2,2
1222855,9761,home,1,win,2,3,5,1,1,1,0,1,2,0,1,2,2,0,0,1,2
1222866,9791,home,1,lose,2,1,4,4,0,1,1,0,1,0,1,1,2,3,0,1,2
1222870,9803,home,3,lose,2,5,2,2,0,0,2,0,2,3,0,1,1,1,0,1,2
1222872,6413,away,2,lose,1,2,4,4,1,0,0,0,1,1,2,1,1,0,2,2,2
1222875,10219,away,2,win,1,6,1,3,0,1,0,0,1,5,0,0,1,0,1,2,2
1222876,6413,home,2,win,1,2,5,3,1,0,0,0,1,1,1,2,2,0,2,1,2
1222877,8593,home,2,win,0,2,2,7,0,0,0,0,0,2,1,0,1,3,2,2,2
1222892,8464,home,2,win,3,3,1,4,1,0,2,0,1,2,1,0,0,2,0,2,2
1222895,8593,away,1,win,0,3,2,6,0,0,0,0,0,3,0,0,2,2,2,2,2
1222896,8277,away,1,win,3,4,2,2,0,1,2,1,1,2,1,1,0,1,0,1,2
1222897,10235,away,2,win,3,3,2,3,3,0,0,2,0,1,0,1,1,1,0,2,2
1222901,8674,home,2,win,3,4,2,2,0,3,0,1,0,3,0,1,1,1,1,0,2
1222902,10235,home,2,win,3,3,2,3,3,0,0,2,0,1,0,1,1,1,0,2,2
1222906,8611,home,2,win,2,5,2,2,1,1,0,1,3,1,0,0,2,1,1,0,2
1222907,9908,home,1,win,3,3,1,4,1,1,1,2,1,0,0,0,1,2,1,1,2
1222910,10219,home,2,win,0,5,3,3,0,0,0,0,1,4,0,1,2,0,1,2,2
1222912,8593,home,2,win,0,2,2,7,0,0,0,0,0,2,0,0,2,3,2,2,2
1223006,9791,home,1,lose,4,1,2,4,0,2,2,0,1,0,0,1,1,3,0,1,2
1223007,10229,away,1,win,4,4,3,0,2,2,0,1,3,0,1,1,1,0,0,0,2
1223019,10217,home,1,lose,3,3,3,2,1,2,0,0,3,0,0,1,2,1,1,0,2
1223020,8525,away,2,lose,5,3,2,1,0,5,0,1,0,2,1,0,1,0,0,1,2
1223026,10228,home,1,win,3,4,1,3,3,0,0,1,1,2,0,1,0,1,0,2,2
1223030,10217,home,2,win,3,3,3,2,2,1,0,0,3,0,0,1,2,0,1,1,2
1223035,10235,home,1,win,3,4,1,3,3,0,0,2,0,2,0,0,1,1,0,2,2
1223040,9839,away,2,lose,2,4,1,4,2,0,0,0,3,1,1,0,0,1,1,2,2
1223056,9908,away,2,win,2,3,3,3,1,1,0,2,1,0,2,0,1,2,1,0,2
1223074,8593,home,1,lose,0,3,2,6,0,0,0,0,0,3,0,0,2,2,2,2,2
1223076,8464,home,1,win,4,1,3,3,1,1,2,0,0,1,2,1,0,1,0,2,2
1223095,8611,away,2,lose,2,5,2,2,1,1,0,0,3,2,0,0,2,0,2,0,2
1223097,8464,home,1,win,4,1,3,3,1,1,2,0,0,1,2,1,0,1,0,2,2
1223121,10217,home,1,win,4,1,2,4,2,2,0,0,1,0,0,0,2,1,1,2,2
1223123,8674,home,1,win,3,3,3,2,1,1,1,1,1,1,0,1,2,1,1,0,2
1223163,9839,away,1,win,1,3,4,3,1,0,0,0,3,0,2,1,1,0,1,2,2
1223167,8640,home,1,win,2,2,2,5,1,0,1,0,1,1,2,0,0,2,0,3,2
1223168,10235,home,1,lose,2,4,1,4,2,0,0,2,0,2,0,0,1,1,1,2,2
1223169,10217,home,1,win,3,3,1,4,1,2,0,0,3,0,0,0,1,1,1,2,2
1223170,8277,home,2,win,2,4,3,2,0,0,2,1,2,1,2,1,0,1,0,1,2
1223171,8593,away,2,win,0,4,1,6,0,0,0,0,1,3,0,0,1,2,2,2,2
1223172,8525,away,1,lose,4,3,4,0,1,2,1,2,0,1,3,0,1,0,0,0,2
1223177,10235,home,1,win,3,4,1,3,3,0,0,2,0,2,0,0,1,1,0,2,2
1223178,10228,home,1,win,2,3,3,3,2,0,0,1,0,2,1,2,0,1,0,2,2
1223190,8277,home,2,win,2,5,3,1,0,0,2,1,2,2,2,1,0,0,0,1,2
1223194,10228,away,1,win,3,3,2,3,3,0,0,1,0,2,1,1,0,1,0,2,2
1223196,6413,home,2,win,1,2,5,3,0,1,0,0,1,1,1,3,1,1,2,0,2
1223198,8593,away,2,win,0,4,1,6,0,0,0,0,0,4,0,0,1,3,1,2,2
1223200,8640,home,2,win,1,3,2,5,1,0,0,0,2,1,2,0,0,2,0,3,2
1223203,10219,home,1,win,1,5,3,2,0,0,1,0,1,4,1,1,1,0,1,1,2
1223227,10228,home,1,win,2,4,2,3,2,0,0,2,0,2,1,1,0,0,0,3,2
1223231,9803,home,1,lose,3,5,2,1,0,0,3,0,1,4,1,1,0,0,1,0,2
1223234,8640,home,2,win,1,2,3,5,1,0,0,1,1,0,2,0,1,2,0,3,2
1223239,9791,away,2,win,4,1,1,5,0,2,2,0,1,0,0,0,1,4,0,1,2
1223243,10235,home,1,win,3,4,1,3,3,0,0,2,0,2,0,0,1,1,0,2,2
1223246,10229,away,1,lose,5,3,3,0,1,2,2,1,2,0,1,1,1,0,0,0,2
1223249,10228,home,2,win,1,5,2,3,1,0,0,2,1,2,1,1,0,0,0,3,2
1223250,8674,away,1,win,2,4,2,3,0,1,1,1,0,3,0,1,1,1,2,0,2
1223251,9908,home,1,win,2,3,4,2,1,1,0,1,1,1,2,0,2,2,0,0,2
1223257,8277,home,1,win,4,4,2,1,0,1,3,1,1,2,2,0,0,0,0,1,2
1223261,10229,away,1,win,5,3,3,0,1,2,2,1,2,0,1,1,1,0,0,0,2
1223270,8611,home,2,win,4,2,2,3,2,2,0,0,1,1,0,0,2,0,2,1,2
1223282,6413,away,2,win,1,2,4,4,1,0,0,0,1,1,2,1,1,1,2,1,2
1223286,9761,home,2,win,2,3,3,3,1,1,0,1,2,0,1,0,2,1,1,1,2
1223287,8674,away,2,win,2,2,2,5,0,1,1,0,0,2,0,1,1,2,2,1,2
1223295,8640,away,1,lose,2,2,2,5,1,0,1,1,1,0,2,0,0,2,0,3,2
1223297,8525,home,1,lose,4,3,3,1,1,3,0,1,0,2,1,2,0,0,0,1,2
1223306,8674,home,1,win,4,3,2,2,1,1,2,1,0,2,0,1,1,1,1,0,2
1223309,8525,home,1,win,3,3,4,1,1,2,0,1,0,2,1,2,1,0,0,1,2
1223312,10235,home,2,win,3,4,1,3,2,1,0,2,0,2,0,0,1,1,0,2,2
1223326,8593,away,2,win,1,3,1,6,0,0,1,0,0,3,0,0,1,3,1,2,2
1223328,8674,home,3,lose,2,2,3,4,1,1,0,0,0,2,0,1,2,2,2,0,2
1223331,8464,home,3,lose,3,2,3,3,0,1,2,0,1,1,2,1,0,0,1,2,2
1223333,9908,away,1,win,2,3,3,3,2,0,0,1,1,1,1,0,2,1,1,1,2
1223335,10217,home,2,win,2,3,2,4,1,1,0,0,3,0,0,0,2,1,1,2,2
1223336,8464,home,2,lose,2,4,3,2,0,1,1,0,2,2,2,1,0,0,1,1,2
1223337,8277,home,1,lose,3,3,3,2,0,1,2,1,1,1,2,1,0,0,0,2,2
1223340,10228,away,2,lose,2,5,1,3,2,0,0,2,1,2,1,0,0,0,0,3,2
1223346,10217,home,2,lose,3,2,2,4,1,2,0,0,2,0,0,0,2,1,1,2,2
1223348,8593,away,2,win,1,4,1,5,0,0,1,0,0,4,1,0,0,1,2,2,2
1223351,10219,away,1,win,1,2,3,5,0,0,1,0,0,2,1,0,2,1,1,3,2
1223977,9993,away,2,lose,2,5,4,0,2,0,0,1,0,4,3,0,1,0,0,0,2
1223980,1773,home,3,lose,2,4,3,2,1,0,1,0,1,3,0,1,2,0,0,2,2
1223982,9986,home,2,lose,2,3,4,2,2,0,0,0,1,2,2,0,2,0,0,2,2
1223984,9991,home,2,win,2,3,2,4,2,0,0,0,0,3,1,0,1,2,1,1,2
1223998,8571,away,1,win,3,2,3,3,2,1,0,0,1,1,3,0,0,1,0,2,2
1224008,8635,home,1,win,3,2,0,6,1,0,2,1,0,1,0,0,0,3,1,2,2
1224009,9986,away,4,lose,2,3,3,3,1,1,0,0,0,3,0,1,2,1,1,1,2
1224010,10000,home,2,win,4,2,3,2,2,1,1,1,0,1,0,3,0,1,0,1,2
1224011,9984,home,1,lose,3,4,1,3,2,1,0,0,2,2,0,1,0,1,1,1,2
1224012,9994,home,1,win,3,4,4,0,1,0,2,2,1,1,1,0,3,0,0,0,2
1224014,9991,away,2,win,2,2,2,5,2,0,0,0,0,2,1,0,1,2,1,2,2
1224015,8203,home,1,lose,3,1,3,4,1,1,1,0,1,0,2,1,0,0,3,1,2
1224016,9987,home,2,win,2,4,1,4,1,0,1,1,1,2,0,1,0,2,1,1,2
1224017,9991,home,1,win,3,4,0,4,3,0,0,1,1,2,0,0,0,2,1,1,2
1224018,9993,home,2,win,2,4,4,1,2,0,0,1,0,3,2,1,1,0,1,0,2
1224020,8571,home,1,win,3,2,3,3,2,1,0,1,1,0,2,1,0,1,0,2,2
1224023,9985,home,2,lose,2,5,2,2,0,2,0,0,2,3,1,0,1,0,2,0,2
1224026,10000,away,2,lose,5,3,2,1,2,1,2,1,0,2,0,2,0,0,0,1,2
1224028,9993,away,2,win,2,4,4,1,2,0,0,1,0,3,2,1,1,0,1,0,2
1224032,8203,away,2,win,1,3,5,2,1,0,0,1,0,2,3,2,0,0,2,0,2
1224033,9985,home,1,lose,1,5,3,2,0,1,0,0,2,3,1,1,1,0,1,1,2
1224037,9998,away,1,lose,2,2,4,3,1,0,1,1,0,1,0,1,3,0,2,1,2
1224040,9991,away,1,win,4,2,1,4,4,0,0,0,0,2,1,0,0,2,1,1,2
1224041,9993,home,1,win,1,4,4,2,1,0,0,1,0,3,2,1,1,1,1,0,2
1224042,9987,away,1,win,2,3,1,5,1,0,1,1,0,2,1,0,0,3,1,1,2
1224043,10000,away,1,lose,3,2,4,2,1,2,0,1,0,1,0,4,0,0,0,2,2
1224048,9987,home,1,win,2,3,1,5,1,0,1,1,0,2,1,0,0,3,0,2,2
1224050,8475,home,3,lose,3,3,3,2,2,1,0,1,2,0,0,1,2,0,0,2,2
1224051,8571,home,1,win,3,2,4,2,2,1,0,0,0,2,2,0,2,1,0,1,2
1224056,9985,home,1,win,1,5,2,3,0,1,0,0,1,4,1,0,1,0,3,0,2
1224061,8571,away,2,win,3,2,4,2,2,1,0,0,0,2,2,1,1,1,0,1,2
1224063,8635,home,2,win,2,2,3,4,1,0,1,1,0,1,2,1,0,1,1,2,2
1224070,8203,away,1,win,2,2,4,3,1,1,0,0,0,2,2,2,0,1,2,0,2
1224071,8342,away,1,lose,1,3,3,4,1,0,0,0,1,2,2,1,0,0,2,2,2
1224072,9985,home,1,win,1,4,4,2,0,1,0,0,2,2,2,1,1,0,2,0,2
1224073,9991,home,2,win,1,3,2,5,1,0,0,0,1,2,1,0,1,2,2,1,2
1224075,9986,home,2,win,3,1,4,3,0,1,2,0,0,1,1,1,2,1,1,1,2
1224078,10000,away,2,win,3,2,4,2,2,1,0,1,0,1,0,4,0,0,0,2,2
1224080,9985,away,2,win,1,4,3,3,0,1,0,0,2,2,1,1,1,0,3,0,2
1224083,9994,home,2,win,2,4,3,2,0,0,2,1,2,1,1,0,2,0,1,1,2
1224084,8342,home,1,lose,1,1,3,6,1,0,0,0,0,1,2,1,0,1,2,3,2
1224088,9985,home,2,win,1,4,3,3,0,1,0,0,2,2,1,1,1,0,3,0,2
1224089,9987,away,1,win,3,4,0,4,1,0,2,1,1,2,0,0,0,0,2,2,2
